,amount,Type,date,TimeSeries,CommPCA,CommAutoEncoder,InOutFlowAutoEncoder,InOutFlowPCA,Comm
80,2201499.0,0,2017-03-23,0,0,0,0,0,0
81,2399682.0,0,2017-03-24,0,0,1,1,0,0
82,1972933.0,0,2017-03-25,0,0,0,1,1,1
83,1653568.0,0,2017-03-26,0,0,0,1,1,0
84,2101086.0,0,2017-03-27,0,0,0,0,0,0
85,2141983.0,0,2017-03-28,0,0,0,0,0,0
86,2265063.0,0,2017-03-29,0,1,1,1,1,1
87,2172295.0,0,2017-03-30,0,0,0,0,0,0
88,2328590.0,0,2017-03-31,0,1,0,1,1,0
89,1821097.0,0,2017-04-01,0,1,0,1,1,1
90,1770690.0,0,2017-04-02,0,1,1,1,1,1
91,1709981.0,1,2017-04-03,1,1,1,1,1,1
92,1458729.0,0,2017-04-04,1,1,1,1,1,1
93,2058580.0,1,2017-04-05,1,1,0,1,1,1
94,2130010.0,0,2017-04-06,0,0,0,1,0,0
95,2335075.0,0,2017-04-07,0,0,0,1,0,0
96,2042040.0,0,2017-04-08,0,0,1,1,0,1
97,1769546.0,0,2017-04-09,0,0,1,1,1,1
98,2081239.0,0,2017-04-10,0,0,0,0,0,0
99,2143600.0,0,2017-04-11,0,0,0,0,0,0
100,2179344.0,0,2017-04-12,0,0,0,0,0,0
101,2179028.0,0,2017-04-13,0,0,0,0,0,0
102,2359435.0,0,2017-04-14,0,0,0,1,0,0
103,2059726.0,0,2017-04-15,0,0,1,0,0,1
104,1728420.0,0,2017-04-16,0,0,1,0,0,1
105,2047490.0,0,2017-04-17,0,0,0,0,0,0
106,2085030.0,0,2017-04-18,0,0,0,0,0,0
107,2137678.0,0,2017-04-19,0,0,0,0,0,0
108,2144884.0,0,2017-04-20,0,0,0,0,0,0
109,2363327.0,0,2017-04-21,0,0,0,0,0,0
110,2016698.0,0,2017-04-22,0,0,0,1,0,1
111,1752678.0,0,2017-04-23,0,0,0,0,0,1
112,2049638.0,0,2017-04-24,0,0,0,0,0,0
113,2094457.0,0,2017-04-25,0,0,0,0,0,0
114,2114255.0,0,2017-04-26,0,0,0,0,0,0
115,2155402.0,0,2017-04-27,0,0,0,0,0,0
116,2359528.0,0,2017-04-28,0,0,0,1,0,0
117,2027977.0,0,2017-04-29,0,0,1,1,1,1
118,1796867.0,0,2017-04-30,0,0,1,0,0,1
119,1764762.0,1,2017-05-01,1,1,1,1,1,1
120,2077880.0,0,2017-05-02,0,0,0,0,0,0
121,2140895.0,0,2017-05-03,0,0,0,0,0,0
122,2150702.0,0,2017-05-04,0,0,0,0,0,0
123,2350411.0,0,2017-05-05,0,0,0,0,0,0
124,1984044.0,0,2017-05-06,0,0,0,1,0,1
125,1746179.0,0,2017-05-07,0,0,0,0,0,1
126,2054209.0,0,2017-05-08,0,0,0,0,0,0
127,2087131.0,0,2017-05-09,0,0,0,0,0,0
128,2115085.0,0,2017-05-10,0,0,0,0,0,0
129,2121557.0,0,2017-05-11,0,0,0,0,0,0
130,2336489.0,0,2017-05-12,0,0,0,0,0,0
131,1914916.0,0,2017-05-13,0,1,0,0,1,1
132,1597316.0,0,2017-05-14,0,0,0,0,0,0
133,2034677.0,0,2017-05-15,0,0,0,0,0,0
134,2088784.0,0,2017-05-16,0,0,0,0,0,0
135,2110725.0,0,2017-05-17,0,0,0,0,0,1
136,2116909.0,0,2017-05-18,0,0,0,0,0,0
137,2403897.0,0,2017-05-19,0,0,0,1,0,1
138,2090508.0,0,2017-05-20,0,0,0,1,0,1
139,1792505.0,0,2017-05-21,0,0,0,0,0,0
140,2055062.0,0,2017-05-22,0,0,0,0,0,0
141,2071420.0,0,2017-05-23,0,0,0,0,0,0
142,2093947.0,0,2017-05-24,0,0,0,0,0,0
143,2117171.0,0,2017-05-25,0,0,0,0,0,0
144,2281500.0,0,2017-05-26,0,0,0,0,0,1
145,1763848.0,0,2017-05-27,1,1,0,0,1,0
146,1702175.0,0,2017-05-28,0,1,0,0,1,0
147,1655583.0,0,2017-05-29,1,1,1,1,1,0
148,1357266.0,1,2017-05-30,1,1,1,1,1,1
149,2095977.0,0,2017-05-31,1,0,0,1,0,0
150,2107018.0,0,2017-06-01,0,0,0,0,0,0
151,2063985.0,0,2017-06-02,0,0,0,0,0,0
152,1960262.0,0,2017-06-03,0,1,1,1,1,0
153,1508546.0,0,2017-06-04,0,1,0,1,1,0
154,2037286.0,0,2017-06-05,1,0,0,0,0,0
155,2075433.0,0,2017-06-06,0,0,0,0,0,0
156,2097990.0,0,2017-06-07,0,0,0,0,0,0
157,2095009.0,0,2017-06-08,0,0,0,0,0,0
158,2288723.0,0,2017-06-09,0,0,0,0,0,0
159,2025697.0,0,2017-06-10,0,0,0,1,1,1
160,1664051.0,0,2017-06-11,0,0,0,0,0,1
161,2029953.0,0,2017-06-12,0,0,0,0,0,0
162,2067159.0,0,2017-06-13,0,0,0,0,0,0
163,2051582.0,0,2017-06-14,0,0,0,0,0,0
164,2149397.0,0,2017-06-15,0,0,0,1,0,0
165,2273795.0,0,2017-06-16,0,0,0,1,0,0
166,1744245.0,0,2017-06-17,1,0,0,1,0,1
167,1503628.0,0,2017-06-18,0,0,0,1,0,0
168,2044528.0,0,2017-06-19,0,0,0,0,0,0
169,2066138.0,0,2017-06-20,0,0,0,0,0,0
170,2114792.0,0,2017-06-21,0,0,0,0,0,0
171,2140239.0,0,2017-06-22,0,0,0,0,0,0
172,2300609.0,0,2017-06-23,0,0,0,0,0,0
173,1940613.0,0,2017-06-24,0,0,0,0,0,0
174,1663229.0,0,2017-06-25,0,0,0,0,0,1
175,2013197.0,0,2017-06-26,0,0,0,0,0,0
176,2050309.0,0,2017-06-27,0,0,0,0,0,0
177,2071061.0,0,2017-06-28,0,0,0,0,0,0
178,2086858.0,0,2017-06-29,0,0,0,0,0,0
179,2314846.0,0,2017-06-30,0,0,0,1,0,1
180,1820472.0,0,2017-07-01,0,0,0,0,0,0
181,1642148.0,0,2017-07-02,0,0,1,0,0,1
182,2024841.0,0,2017-07-03,0,0,0,0,0,0
183,2054641.0,0,2017-07-04,0,0,0,0,0,0
184,2106355.0,0,2017-07-05,0,0,0,0,0,0
185,2119320.0,0,2017-07-06,0,0,0,0,0,0
186,2251187.0,0,2017-07-07,0,0,0,0,0,0
187,1912798.0,0,2017-07-08,0,0,0,0,0,0
188,1662013.0,0,2017-07-09,0,0,0,0,0,0
189,2073386.0,1,2017-07-10,0,0,0,0,0,0
190,2103855.0,0,2017-07-11,0,0,0,0,0,0
191,2138580.0,0,2017-07-12,0,0,0,0,0,0
192,2163060.0,0,2017-07-13,0,0,0,0,0,0
193,2252161.0,0,2017-07-14,0,0,0,0,0,1
194,1924814.0,0,2017-07-15,0,0,0,1,1,1
195,1657279.0,0,2017-07-16,0,0,0,0,1,1
196,2046562.0,0,2017-07-17,0,0,0,0,0,0
197,2087082.0,0,2017-07-18,0,0,0,0,0,0
198,2082781.0,0,2017-07-19,0,0,0,0,0,0
199,2104837.0,0,2017-07-20,0,0,0,0,0,0
200,2223758.0,0,2017-07-21,0,0,0,0,0,0
201,1859986.0,0,2017-07-22,0,0,0,0,0,0
202,1605936.0,0,2017-07-23,0,0,0,0,0,0
203,2016193.0,0,2017-07-24,0,0,0,0,0,0
204,2068046.0,0,2017-07-25,0,0,0,0,0,0
205,2084107.0,0,2017-07-26,0,0,0,0,0,0
206,2098313.0,0,2017-07-27,0,0,0,0,0,0
207,2204065.0,0,2017-07-28,0,0,0,0,0,0
208,1317347.0,1,2017-07-29,1,1,1,1,1,1
209,1055297.0,0,2017-07-30,1,1,1,1,1,0
210,1985582.0,1,2017-07-31,1,0,0,0,0,0
211,2052345.0,0,2017-08-01,0,0,0,0,0,0
212,2040878.0,0,2017-08-02,0,0,0,0,0,0
213,2104228.0,0,2017-08-03,0,0,0,0,0,0
214,2218507.0,0,2017-08-04,1,0,0,0,0,0
215,1912423.0,0,2017-08-05,0,1,1,0,0,1
216,1626024.0,0,2017-08-06,0,0,0,0,0,1
217,2042440.0,0,2017-08-07,0,0,0,0,0,0
218,2039859.0,0,2017-08-08,0,0,0,0,0,0
219,2117413.0,0,2017-08-09,0,0,0,0,0,0
220,2155811.0,0,2017-08-10,0,0,0,0,0,0
221,2285172.0,0,2017-08-11,0,0,0,1,0,0
222,2006184.0,0,2017-08-12,0,0,1,1,0,1
223,1688909.0,0,2017-08-13,0,0,0,0,0,0
224,2050724.0,0,2017-08-14,0,0,0,0,0,0
225,2114355.0,0,2017-08-15,0,0,0,0,0,0
226,2100176.0,0,2017-08-16,0,0,0,0,0,0
227,2114068.0,0,2017-08-17,0,0,0,0,0,0
228,2242805.0,0,2017-08-18,0,0,0,0,0,0
229,1947925.0,0,2017-08-19,0,1,1,0,0,1
230,1693514.0,1,2017-08-20,0,0,0,0,0,0
231,2046170.0,0,2017-08-21,0,0,0,0,0,0
232,2069924.0,0,2017-08-22,0,0,0,0,0,0
233,2130195.0,0,2017-08-23,0,0,0,0,0,0
234,2137625.0,0,2017-08-24,0,1,1,1,0,0
235,2270092.0,0,2017-08-25,0,0,0,1,0,0
236,2058549.0,0,2017-08-26,0,1,1,1,1,1
237,1676223.0,0,2017-08-27,0,1,1,1,0,1
238,2114443.0,0,2017-08-28,0,1,1,0,1,0
239,2056158.0,0,2017-08-29,0,0,0,0,0,0
240,2065918.0,0,2017-08-30,0,1,1,1,0,0
241,2060090.0,0,2017-08-31,0,0,0,0,0,0
242,2176595.0,0,2017-09-01,0,0,0,1,0,0
243,1750519.0,0,2017-09-02,0,0,0,1,1,0
244,1450522.0,0,2017-09-03,0,0,0,1,1,0
245,2000504.0,0,2017-09-04,0,0,0,0,0,0
246,1974435.0,0,2017-09-05,0,0,0,0,0,0
247,2082057.0,0,2017-09-06,0,0,0,0,0,0
248,2090316.0,0,2017-09-07,0,0,0,0,0,0
249,2223846.0,0,2017-09-08,0,0,0,1,0,0
250,1890974.0,0,2017-09-09,0,0,0,0,0,0
251,1607803.0,0,2017-09-10,0,0,0,0,0,0
252,2038934.0,0,2017-09-11,0,0,0,0,0,0
253,2080190.0,0,2017-09-12,0,0,0,0,0,0
254,1961897.0,0,2017-09-13,0,0,0,1,0,0
255,2000090.0,0,2017-09-14,0,0,0,0,0,0
256,2264586.0,0,2017-09-15,0,0,0,0,0,0
257,1955751.0,0,2017-09-16,0,0,0,1,0,1
258,1647140.0,0,2017-09-17,0,0,0,0,0,0
259,2034897.0,0,2017-09-18,0,0,0,0,0,0
260,2078692.0,0,2017-09-19,0,0,0,0,0,0
261,2117994.0,0,2017-09-20,0,0,0,0,0,0
262,2116962.0,0,2017-09-21,0,0,0,0,0,0
263,2308869.0,0,2017-09-22,0,0,0,0,0,0
264,1963260.0,0,2017-09-23,0,0,0,0,0,1
265,1629535.0,0,2017-09-24,0,0,0,0,0,0
266,2040449.0,0,2017-09-25,0,0,0,0,0,0
267,2069368.0,0,2017-09-26,0,0,0,0,0,0
268,2113029.0,0,2017-09-27,0,0,0,0,0,0
269,2125715.0,0,2017-09-28,0,0,1,0,0,0
270,2261488.0,0,2017-09-29,0,0,0,0,0,0
271,2156872.0,0,2017-09-30,0,1,0,1,1,1
272,1658578.0,0,2017-10-01,0,0,0,1,0,0
273,2075364.0,0,2017-10-02,0,0,0,0,0,0
274,2215663.0,0,2017-10-03,0,0,0,0,0,0
275,1401562.0,1,2017-10-04,1,1,1,1,1,1
276,2127944.0,0,2017-10-05,1,0,0,0,0,0
277,2306852.0,0,2017-10-06,0,0,1,0,0,0
278,1827524.0,0,2017-10-07,1,1,0,0,1,1
279,1691059.0,0,2017-10-08,0,1,1,1,1,1
280,1688369.0,0,2017-10-09,0,1,1,1,1,0
281,1522401.0,1,2017-10-10,1,1,1,1,1,1
282,2051121.0,0,2017-10-11,1,0,0,0,0,0
283,2073282.0,0,2017-10-12,0,0,0,0,0,0
284,2243423.0,0,2017-10-13,0,0,0,1,0,0
285,1703401.0,0,2017-10-14,0,1,0,1,1,1
286,1508694.0,0,2017-10-15,0,0,1,0,0,0
287,2075537.0,0,2017-10-16,1,0,0,0,0,0
288,2116464.0,0,2017-10-17,0,0,0,0,0,0
289,2144226.0,0,2017-10-18,0,0,0,0,0,0
290,2172063.0,0,2017-10-19,0,0,0,0,0,0
291,2356359.0,0,2017-10-20,0,0,0,0,0,0
292,2068226.0,0,2017-10-21,0,0,0,0,0,1
293,1785042.0,0,2017-10-22,0,0,1,0,0,1
294,2074996.0,0,2017-10-23,0,0,0,0,0,0
295,2111185.0,0,2017-10-24,0,0,0,0,0,0
296,2145367.0,0,2017-10-25,0,0,0,0,0,0
297,2162298.0,0,2017-10-26,0,0,0,0,0,0
298,2376917.0,0,2017-10-27,0,0,0,0,0,0
299,2101552.0,1,2017-10-28,0,1,1,1,1,1
300,1769441.0,0,2017-10-29,0,0,0,0,0,1
301,2097111.0,0,2017-10-30,0,0,0,0,0,0
302,2101501.0,0,2017-10-31,0,0,0,0,0,0
303,2105486.0,0,2017-11-01,0,0,0,0,0,0
304,2106264.0,0,2017-11-02,0,0,0,0,0,0
305,2328514.0,0,2017-11-03,0,0,0,0,0,0
306,1978109.0,0,2017-11-04,0,0,0,1,0,1
307,1704858.0,0,2017-11-05,0,0,0,0,0,1
308,2072711.0,0,2017-11-06,0,0,0,0,0,0
309,2101238.0,0,2017-11-07,0,0,0,0,0,0
310,2137529.0,0,2017-11-08,0,0,0,0,0,0
311,2172539.0,0,2017-11-09,0,0,0,0,0,0
312,2376216.0,0,2017-11-10,0,0,1,0,0,0
313,2076404.0,0,2017-11-11,0,0,1,1,1,1
314,1765559.0,0,2017-11-12,0,0,0,1,0,1
315,2104741.0,0,2017-11-13,0,0,0,1,0,0
316,2125633.0,0,2017-11-14,0,0,0,0,0,0
317,2156293.0,0,2017-11-15,0,0,0,0,0,0
318,2184194.0,0,2017-11-16,0,0,0,0,0,0
319,2410237.0,0,2017-11-17,0,0,1,1,0,0
320,2059414.0,0,2017-11-18,0,1,1,1,0,1
321,1758552.0,0,2017-11-19,0,1,1,1,1,1
322,2153672.0,0,2017-11-20,0,0,0,1,0,1
323,2129187.0,0,2017-11-21,0,0,0,0,0,0
324,2149481.0,0,2017-11-22,0,0,0,0,0,0
325,2183164.0,0,2017-11-23,0,0,0,0,0,0
326,2395615.0,0,2017-11-24,0,0,0,0,0,0
327,1960549.0,0,2017-11-25,0,1,1,1,0,1
328,1701884.0,0,2017-11-26,0,1,1,0,0,0
329,2085581.0,0,2017-11-27,0,0,0,0,0,0
330,2146194.0,0,2017-11-28,0,0,0,0,0,0
331,2170914.0,0,2017-11-29,0,1,0,0,0,1
332,2173133.0,0,2017-11-30,0,0,0,0,0,0
333,2373228.0,0,2017-12-01,0,0,0,0,0,0
334,2104832.0,0,2017-12-02,0,1,1,0,1,1
335,1830090.0,0,2017-12-03,0,1,1,1,0,1
336,2095622.0,0,2017-12-04,0,0,0,0,0,0
337,2149946.0,0,2017-12-05,0,0,0,0,0,0
338,2196152.0,0,2017-12-06,0,0,0,0,0,0
339,2242648.0,0,2017-12-07,0,0,0,0,0,0
340,2480232.0,0,2017-12-08,0,1,1,0,0,1
341,2250016.0,0,2017-12-09,0,1,1,1,1,1
342,1990108.0,0,2017-12-10,0,1,1,1,0,1
343,2154264.0,0,2017-12-11,0,0,0,0,0,0
344,2206207.0,0,2017-12-12,0,0,0,0,0,0
345,2234195.0,0,2017-12-13,0,0,0,0,0,0
346,2262797.0,0,2017-12-14,0,0,0,0,0,0
347,2504886.0,0,2017-12-15,0,1,1,0,0,1
348,2281846.0,0,2017-12-16,0,1,1,1,1,1
349,1979509.0,1,2017-12-17,0,1,1,1,1,1
350,2205205.0,0,2017-12-18,0,0,0,0,0,0
351,2232123.0,0,2017-12-19,0,0,0,0,0,0
352,2283916.0,0,2017-12-20,0,0,0,0,0,0
353,2280225.0,0,2017-12-21,0,0,0,0,0,0
354,2496342.0,0,2017-12-22,0,1,1,0,0,1
355,2443486.0,0,2017-12-23,0,1,1,1,1,1
356,2033090.0,0,2017-12-24,0,1,1,1,1,1
357,2289712.0,0,2017-12-25,0,1,1,1,1,0
358,2238948.0,0,2017-12-26,0,0,0,0,0,0
359,2269483.0,0,2017-12-27,0,0,0,0,0,0
360,2290867.0,0,2017-12-28,0,0,0,0,0,0
361,2495729.0,0,2017-12-29,0,0,1,0,0,1
362,2136793.0,0,2017-12-30,0,1,1,1,1,1
363,2411552.0,0,2017-12-31,1,1,1,1,1,1
364,1892689.0,1,2018-01-01,1,1,1,1,1,1
365,2143920.0,0,2018-01-02,0,0,0,0,0,0
366,2170179.0,0,2018-01-03,0,0,0,0,0,0
367,2179256.0,0,2018-01-04,0,0,0,0,0,0
368,2388112.0,0,2018-01-05,0,0,0,0,0,0
369,1887214.0,0,2018-01-06,1,0,0,1,0,0
370,1493275.0,0,2018-01-07,1,0,0,1,1,1
371,2132115.0,0,2018-01-08,0,0,0,0,0,0
372,2156262.0,0,2018-01-09,0,0,0,1,0,0
373,2177632.0,0,2018-01-10,0,0,0,0,0,0
374,2182447.0,0,2018-01-11,0,0,0,0,0,0
375,2364811.0,0,2018-01-12,0,0,0,0,0,0
376,1930661.0,0,2018-01-13,0,0,0,0,0,0
377,1642983.0,0,2018-01-14,0,0,0,0,0,1
378,2093015.0,0,2018-01-15,0,0,0,0,0,0
379,2125305.0,0,2018-01-16,0,0,0,0,0,0
380,2141075.0,0,2018-01-17,0,0,0,0,0,0
381,2171228.0,0,2018-01-18,0,0,0,0,0,0
382,2436177.0,0,2018-01-19,0,0,0,1,0,1
383,1944338.0,0,2018-01-20,0,0,0,0,0,0
384,1663166.0,0,2018-01-21,0,0,0,0,0,0
385,2080574.0,0,2018-01-22,0,0,0,0,0,0
386,2134817.0,0,2018-01-23,0,0,0,0,0,0
387,2185452.0,0,2018-01-24,0,0,0,0,0,0
388,2203663.0,0,2018-01-25,0,0,0,0,0,1
389,2397134.0,0,2018-01-26,0,0,0,1,0,1
390,2105904.0,0,2018-01-27,0,1,1,1,1,1
391,1688931.0,0,2018-01-28,0,0,1,1,1,1
392,2150714.0,0,2018-01-29,0,0,0,1,0,0
393,2168182.0,0,2018-01-30,0,0,0,0,0,0
394,2191859.0,0,2018-01-31,0,0,0,0,0,0
395,2193056.0,0,2018-02-01,0,0,0,1,0,1
396,2337039.0,0,2018-02-02,0,0,0,1,0,1
397,1832740.0,0,2018-02-03,0,1,0,1,1,0
398,1566358.0,0,2018-02-04,0,1,0,1,1,1
399,2146219.0,0,2018-02-05,0,0,0,0,0,0
400,2222891.0,0,2018-02-06,0,0,0,0,0,0
401,2229789.0,0,2018-02-07,0,0,0,0,0,0
402,2296853.0,0,2018-02-08,0,0,0,0,0,0
403,2448571.0,0,2018-02-09,0,0,0,1,0,1
404,1983158.0,0,2018-02-10,0,1,1,1,1,1
405,1744779.0,0,2018-02-11,0,1,1,1,1,1
406,2228577.0,0,2018-02-12,0,0,0,0,0,0
407,2192695.0,0,2018-02-13,0,1,0,0,1,1
408,1986361.0,0,2018-02-14,0,1,1,1,1,1
409,828217.0,1,2018-02-15,1,1,1,1,1,1
410,1417686.0,1,2018-02-16,0,1,1,1,1,1
411,1455593.0,1,2018-02-17,0,1,1,1,1,1
412,1744535.0,1,2018-02-18,0,1,1,1,1,1
413,1766862.0,1,2018-02-19,1,1,1,1,1,1
414,1595586.0,1,2018-02-20,0,1,1,1,1,1
415,2050183.0,0,2018-02-21,1,1,1,1,1,0
416,2129778.0,0,2018-02-22,1,0,0,1,0,0
417,2314380.0,0,2018-02-23,0,0,0,1,0,0
418,2037183.0,0,2018-02-24,0,1,1,1,1,1
419,1677109.0,0,2018-02-25,0,1,0,0,1,0
420,2183458.0,0,2018-02-26,1,0,0,0,0,0
421,2347481.0,0,2018-02-27,0,1,0,0,0,1
422,1689125.0,1,2018-02-28,1,1,0,1,1,1
423,2208392.0,0,2018-03-01,1,0,0,0,0,1
424,2370392.0,0,2018-03-02,0,1,0,1,0,0
425,2189937.0,0,2018-03-03,0,1,1,1,1,1
426,1761625.0,0,2018-03-04,1,1,1,0,1,0
427,2126205.0,0,2018-03-05,0,0,0,0,0,0
428,2172158.0,0,2018-03-06,0,0,0,0,0,0
429,2208949.0,0,2018-03-07,0,0,0,0,0,0
430,2235146.0,0,2018-03-08,0,0,0,0,0,0
431,2421058.0,0,2018-03-09,0,0,0,0,0,0
432,2162086.0,0,2018-03-10,0,0,1,1,1,1
433,1851377.0,0,2018-03-11,0,1,1,1,1,1
434,2151276.0,0,2018-03-12,0,0,0,0,0,0
435,2192620.0,0,2018-03-13,0,0,0,0,0,0
436,2226631.0,0,2018-03-14,0,0,0,0,0,0
437,2243023.0,0,2018-03-15,0,0,0,0,0,0
438,2451701.0,0,2018-03-16,0,0,0,0,0,0
439,2129137.0,0,2018-03-17,0,0,1,1,0,1
440,1869209.0,0,2018-03-18,0,0,1,1,0,1
441,2160088.0,0,2018-03-19,0,0,0,0,0,0
442,2168999.0,0,2018-03-20,0,0,0,0,0,0
443,2208595.0,0,2018-03-21,0,0,0,0,0,0
444,2221631.0,0,2018-03-22,0,0,0,0,0,0
445,2416723.0,0,2018-03-23,0,0,0,0,0,0
446,2109650.0,0,2018-03-24,0,0,1,1,1,1
447,1746307.0,0,2018-03-25,0,0,1,1,1,1
448,2135526.0,0,2018-03-26,0,0,0,0,0,0
449,2182642.0,0,2018-03-27,0,0,0,0,0,0
450,2205127.0,0,2018-03-28,0,0,0,0,0,0
451,2223897.0,0,2018-03-29,0,0,0,0,0,0
452,2318964.0,0,2018-03-30,0,0,0,0,0,0
453,2232624.0,0,2018-03-31,0,1,1,1,1,1
454,1695484.0,0,2018-04-01,1,1,1,1,1,1
455,2070107.0,0,2018-04-02,0,1,0,1,1,0
456,2188299.0,0,2018-04-03,0,1,0,0,1,0
457,1696141.0,1,2018-04-04,1,1,1,1,1,1
458,1520974.0,1,2018-04-05,1,1,1,1,1,1
459,1692734.0,0,2018-04-06,0,1,0,1,1,1
460,1742112.0,0,2018-04-07,0,0,0,0,1,1
461,1643673.0,0,2018-04-08,0,1,1,1,1,0
462,2055139.0,0,2018-04-09,0,0,0,0,0,0
463,2109343.0,0,2018-04-10,0,0,0,0,0,0
464,2144625.0,0,2018-04-11,1,0,0,0,0,0
465,2145791.0,0,2018-04-12,0,0,0,0,0,0
466,2348241.0,0,2018-04-13,0,0,0,0,0,0
467,1986881.0,0,2018-04-14,0,0,1,0,0,1
468,1652114.0,0,2018-04-15,0,0,0,0,1,1
469,2103720.0,0,2018-04-16,0,0,0,0,0,0
470,2173083.0,0,2018-04-17,0,0,0,1,0,0
471,2176531.0,0,2018-04-18,0,0,0,0,0,0
472,2184243.0,0,2018-04-19,0,0,0,0,0,0
473,2369960.0,0,2018-04-20,0,0,0,0,0,0
474,2082936.0,0,2018-04-21,0,0,1,1,0,1
475,1759747.0,0,2018-04-22,0,0,1,0,0,1
476,2092302.0,0,2018-04-23,0,0,0,0,0,0
477,2121136.0,0,2018-04-24,0,0,0,0,0,0
