,amount,Type,date,TimeSeries,CommPCA,CommAutoEncoder,InOutFlowAutoEncoder,InOutFlowPCA,Comm
607,20360,0,2017-08-24,0,0,0,0,1,0
608,20499,1,2017-08-25,0,1,0,1,1,0
609,16137,1,2017-08-26,0,1,0,1,1,0
610,16137,1,2017-08-26,0,1,0,1,1,0
611,12442,0,2017-08-27,0,1,0,0,0,0
612,16332,0,2017-08-28,0,0,0,0,0,0
613,21335,0,2017-08-29,0,0,0,0,1,0
614,18648,0,2017-08-30,0,0,0,1,1,0
615,18695,0,2017-08-31,0,0,0,0,0,0
616,17477,0,2017-09-01,0,1,0,1,1,0
617,14918,1,2017-09-02,0,1,0,0,1,0
618,12054,0,2017-09-03,0,1,0,0,1,0
619,9038,1,2017-09-04,1,0,0,0,1,0
620,17706,0,2017-09-05,1,1,0,1,0,0
621,26399,0,2017-09-06,1,0,0,0,0,0
622,26741,0,2017-09-07,0,0,0,1,0,0
623,24201,0,2017-09-08,0,0,0,1,1,0
624,16232,0,2017-09-09,0,1,0,1,0,0
625,13683,0,2017-09-10,0,1,0,0,0,0
626,20584,0,2017-09-11,1,0,0,0,0,0
627,28832,0,2017-09-12,0,0,1,0,1,0
628,33482,0,2017-09-13,0,0,0,1,0,0
629,31621,0,2017-09-14,0,1,0,0,1,0
630,27826,0,2017-09-15,0,0,0,1,1,1
631,19205,1,2017-09-16,0,1,0,1,0,0
632,19205,1,2017-09-16,0,1,0,1,0,0
633,19205,1,2017-09-16,0,1,0,1,0,0
634,14755,0,2017-09-17,0,1,1,0,0,0
635,21032,1,2017-09-18,0,1,0,1,0,0
636,21032,1,2017-09-18,0,1,0,1,0,0
637,25889,0,2017-09-19,0,0,0,1,0,0
638,27585,0,2017-09-20,0,0,1,1,1,1
639,28594,0,2017-09-21,0,0,0,1,0,0
640,28458,0,2017-09-22,0,0,0,1,0,0
641,20392,0,2017-09-23,0,0,0,1,1,0
642,15863,0,2017-09-24,0,0,0,0,1,0
643,24306,0,2017-09-25,1,0,0,0,0,0
644,30708,0,2017-09-26,0,0,0,1,1,0
645,33568,0,2017-09-27,0,0,0,1,0,1
646,31006,0,2017-09-28,0,1,0,0,0,1
647,26652,1,2017-09-29,0,0,0,0,0,0
648,18494,1,2017-09-30,0,1,0,1,0,0
649,14859,0,2017-10-01,0,1,0,1,0,0
650,21545,0,2017-10-02,0,0,0,1,1,0
651,28988,0,2017-10-03,0,0,0,1,0,0
652,30581,0,2017-10-04,0,0,0,0,0,0
653,30114,0,2017-10-05,0,0,0,0,0,0
654,27672,0,2017-10-06,0,0,0,1,0,1
655,20824,1,2017-10-07,0,1,0,1,0,0
656,20824,1,2017-10-07,0,1,0,1,0,0
657,17428,0,2017-10-08,0,1,0,0,1,0
658,18743,1,2017-10-09,0,1,0,1,1,0
659,30025,0,2017-10-10,1,0,0,1,1,0
660,34862,0,2017-10-11,0,0,0,1,0,0
661,35358,0,2017-10-12,0,0,0,0,1,0
662,33836,0,2017-10-13,0,1,1,0,1,1
663,22735,0,2017-10-14,1,0,1,0,0,0
664,17289,0,2017-10-15,0,0,1,0,1,0
665,22970,0,2017-10-16,0,0,0,1,0,0
666,28663,0,2017-10-17,0,0,0,1,1,0
667,31278,0,2017-10-18,0,0,0,0,1,1
668,29939,0,2017-10-19,0,1,1,0,0,0
669,29683,0,2017-10-20,0,0,1,1,0,0
670,22654,0,2017-10-21,0,0,0,0,0,0
671,18134,0,2017-10-22,0,1,0,0,0,0
672,23873,0,2017-10-23,0,1,0,0,1,0
673,29374,0,2017-10-24,0,0,0,0,0,0
674,31330,0,2017-10-25,0,1,0,1,0,0
675,32269,0,2017-10-26,0,0,0,0,0,0
676,27124,0,2017-10-27,0,0,0,1,0,0
677,20342,0,2017-10-28,0,0,0,0,0,0
678,18863,0,2017-10-29,0,0,0,0,1,0
679,22920,0,2017-10-30,0,0,1,0,0,0
680,23523,0,2017-10-31,0,0,0,0,1,0
681,28923,0,2017-11-01,0,0,0,1,0,1
682,30550,0,2017-11-02,0,0,0,1,0,0
683,29679,0,2017-11-03,0,1,0,1,0,0
684,21833,0,2017-11-04,0,0,0,0,0,0
685,16302,0,2017-11-05,0,0,0,0,1,0
686,21668,0,2017-11-06,0,0,0,1,0,0
687,33181,0,2017-11-07,1,1,0,1,1,0
688,31363,0,2017-11-08,1,1,0,0,0,0
689,31091,0,2017-11-09,0,0,0,0,0,0
690,24686,1,2017-11-10,0,1,0,0,1,0
691,20507,0,2017-11-11,0,0,0,0,0,0
692,16110,0,2017-11-12,0,0,0,0,1,0
693,23226,0,2017-11-13,0,0,0,1,1,0
694,30497,0,2017-11-14,0,0,0,0,0,0
695,32393,0,2017-11-15,0,0,0,0,1,0
696,30594,0,2017-11-16,0,0,0,1,0,0
697,28003,0,2017-11-17,0,0,0,0,0,0
698,18379,0,2017-11-18,1,0,0,0,1,0
699,14645,0,2017-11-19,0,0,0,0,1,0
700,18507,0,2017-11-20,0,0,0,0,1,0
701,18435,0,2017-11-21,1,0,0,1,0,0
702,14520,0,2017-11-22,1,0,0,0,0,0
703,7648,1,2017-11-23,1,0,0,0,1,0
704,8864,0,2017-11-24,0,1,1,0,1,0
705,10688,0,2017-11-25,0,1,0,0,1,0
706,9508,0,2017-11-26,0,1,0,0,0,0
707,15419,0,2017-11-27,0,0,0,0,1,0
708,21378,0,2017-11-28,0,0,0,0,0,0
709,26194,0,2017-11-29,1,0,0,0,1,0
710,27544,0,2017-11-30,1,0,0,0,0,0
711,26806,0,2017-12-01,0,1,0,1,0,1
712,18517,0,2017-12-02,1,0,0,0,0,0
713,15093,0,2017-12-03,0,1,0,0,1,0
714,21565,0,2017-12-04,0,0,0,0,1,0
715,28478,0,2017-12-05,0,0,0,0,1,0
716,32111,0,2017-12-06,0,0,0,1,1,0
717,32130,0,2017-12-07,0,0,0,0,1,0
718,27776,0,2017-12-08,0,0,1,1,0,1
719,16378,1,2017-12-09,1,1,1,0,1,0
720,13089,0,2017-12-10,0,0,0,0,0,0
721,20155,0,2017-12-11,0,0,0,0,1,0
722,23690,0,2017-12-12,0,0,0,0,1,0
723,26683,0,2017-12-13,0,0,0,0,1,0
724,25774,0,2017-12-14,0,0,0,0,1,0
725,24666,0,2017-12-15,0,0,0,0,0,0
726,15571,0,2017-12-16,0,1,0,1,1,0
727,12702,0,2017-12-17,0,1,0,0,1,0
728,18006,0,2017-12-18,0,0,0,0,1,0
729,20624,0,2017-12-19,0,0,0,0,0,0
730,20527,0,2017-12-20,0,0,0,0,1,0
731,18951,0,2017-12-21,0,0,0,0,1,0
732,14546,0,2017-12-22,0,1,0,0,1,0
733,10319,0,2017-12-23,0,0,0,0,1,0
734,7457,0,2017-12-24,0,0,0,0,1,0
735,4186,1,2017-12-25,1,1,0,0,1,0
736,7561,0,2017-12-26,0,1,0,0,1,0
737,12371,0,2017-12-27,0,1,0,1,1,0
738,14640,1,2017-12-28,0,1,0,0,1,0
739,15463,0,2017-12-29,0,1,0,0,0,0
740,12948,0,2017-12-30,0,1,0,0,1,0
741,11734,1,2017-12-31,0,0,0,0,1,0
