,date,end_id,amount
10010,2016-08-19,Cluster 24,67
10011,2016-08-19,Cluster 25,1613
10012,2016-08-19,Cluster 26,626
10013,2016-08-19,Cluster 27,209
10014,2016-08-19,Cluster 28,35
10015,2016-08-19,Cluster 29,3
10016,2016-08-19,Cluster 3,987
10017,2016-08-19,Cluster 30,26
10018,2016-08-19,Cluster 31,40
10019,2016-08-19,Cluster 32,66
10020,2016-08-19,Cluster 33,41
10021,2016-08-19,Cluster 34,64
10022,2016-08-19,Cluster 35,19
10023,2016-08-19,Cluster 36,17
10024,2016-08-19,Cluster 37,24
10025,2016-08-19,Cluster 38,19
10026,2016-08-19,Cluster 39,55
10027,2016-08-19,Cluster 4,1274
10028,2016-08-19,Cluster 40,3
10029,2016-08-19,Cluster 41,20
10030,2016-08-19,Cluster 42,9
10031,2016-08-19,Cluster 43,3
10032,2016-08-19,Cluster 44,8
10033,2016-08-19,Cluster 45,1929
10034,2016-08-19,Cluster 46,5
10035,2016-08-19,Cluster 5,1379
10036,2016-08-19,Cluster 6,3862
10037,2016-08-19,Cluster 7,1173
10038,2016-08-19,Cluster 8,4874
10039,2016-08-19,Cluster 9,1075
10040,2016-08-20,Cluster 1,934
10041,2016-08-20,Cluster 10,81
10042,2016-08-20,Cluster 11,147
10043,2016-08-20,Cluster 12,187
10044,2016-08-20,Cluster 13,152
10045,2016-08-20,Cluster 14,345
10046,2016-08-20,Cluster 15,606
10047,2016-08-20,Cluster 16,14
10048,2016-08-20,Cluster 17,189
10049,2016-08-20,Cluster 18,624
10050,2016-08-20,Cluster 19,144
10051,2016-08-20,Cluster 2,1301
10052,2016-08-20,Cluster 20,92
10053,2016-08-20,Cluster 21,421
10054,2016-08-20,Cluster 22,196
10055,2016-08-20,Cluster 23,226
10056,2016-08-20,Cluster 24,56
10057,2016-08-20,Cluster 25,1103
10058,2016-08-20,Cluster 26,392
10059,2016-08-20,Cluster 27,151
10060,2016-08-20,Cluster 28,19
10061,2016-08-20,Cluster 29,5
10062,2016-08-20,Cluster 3,1014
10063,2016-08-20,Cluster 30,22
10064,2016-08-20,Cluster 31,31
10065,2016-08-20,Cluster 32,52
10066,2016-08-20,Cluster 33,32
10067,2016-08-20,Cluster 34,47
10068,2016-08-20,Cluster 35,22
10069,2016-08-20,Cluster 36,14
10070,2016-08-20,Cluster 37,23
10071,2016-08-20,Cluster 38,22
10072,2016-08-20,Cluster 39,56
10073,2016-08-20,Cluster 4,1154
10074,2016-08-20,Cluster 40,4
10075,2016-08-20,Cluster 41,12
10076,2016-08-20,Cluster 43,7
10077,2016-08-20,Cluster 44,11
10078,2016-08-20,Cluster 45,1290
10079,2016-08-20,Cluster 46,2
10080,2016-08-20,Cluster 5,980
10081,2016-08-20,Cluster 6,2556
10082,2016-08-20,Cluster 7,1028
10083,2016-08-20,Cluster 8,3479
10084,2016-08-20,Cluster 9,669
10085,2016-08-21,Cluster 1,823
10086,2016-08-21,Cluster 10,62
10087,2016-08-21,Cluster 11,107
10088,2016-08-21,Cluster 12,147
10089,2016-08-21,Cluster 13,110
10090,2016-08-21,Cluster 14,322
10091,2016-08-21,Cluster 15,382
10092,2016-08-21,Cluster 16,13
10093,2016-08-21,Cluster 17,162
10094,2016-08-21,Cluster 18,559
10095,2016-08-21,Cluster 19,126
10096,2016-08-21,Cluster 2,1227
10097,2016-08-21,Cluster 20,71
10098,2016-08-21,Cluster 21,345
10099,2016-08-21,Cluster 22,96
10100,2016-08-21,Cluster 23,156
10101,2016-08-21,Cluster 24,36
10102,2016-08-21,Cluster 25,1008
10103,2016-08-21,Cluster 26,367
10104,2016-08-21,Cluster 27,113
10105,2016-08-21,Cluster 28,18
10106,2016-08-21,Cluster 29,1
10107,2016-08-21,Cluster 3,766
10108,2016-08-21,Cluster 30,19
10109,2016-08-21,Cluster 31,24
10110,2016-08-21,Cluster 32,46
10111,2016-08-21,Cluster 33,40
10112,2016-08-21,Cluster 34,45
10113,2016-08-21,Cluster 35,13
10114,2016-08-21,Cluster 36,10
10115,2016-08-21,Cluster 37,27
10116,2016-08-21,Cluster 38,21
10117,2016-08-21,Cluster 39,36
10118,2016-08-21,Cluster 4,753
10119,2016-08-21,Cluster 40,5
10120,2016-08-21,Cluster 41,4
10121,2016-08-21,Cluster 42,1
10122,2016-08-21,Cluster 43,1
10123,2016-08-21,Cluster 44,2
10124,2016-08-21,Cluster 45,858
10125,2016-08-21,Cluster 46,3
10126,2016-08-21,Cluster 5,787
10127,2016-08-21,Cluster 6,2018
10128,2016-08-21,Cluster 7,905
10129,2016-08-21,Cluster 8,2592
10130,2016-08-21,Cluster 9,509
10131,2016-08-22,Cluster 1,677
10132,2016-08-22,Cluster 10,73
10133,2016-08-22,Cluster 11,142
10134,2016-08-22,Cluster 12,163
10135,2016-08-22,Cluster 13,147
10136,2016-08-22,Cluster 14,295
10137,2016-08-22,Cluster 15,387
10138,2016-08-22,Cluster 16,10
10139,2016-08-22,Cluster 17,177
10140,2016-08-22,Cluster 18,395
10141,2016-08-22,Cluster 19,127
10142,2016-08-22,Cluster 2,792
10143,2016-08-22,Cluster 20,90
10144,2016-08-22,Cluster 21,405
10145,2016-08-22,Cluster 22,118
10146,2016-08-22,Cluster 23,188
10147,2016-08-22,Cluster 24,32
10148,2016-08-22,Cluster 25,1146
10149,2016-08-22,Cluster 26,472
10150,2016-08-22,Cluster 27,125
10151,2016-08-22,Cluster 28,17
10152,2016-08-22,Cluster 29,3
10153,2016-08-22,Cluster 3,484
10154,2016-08-22,Cluster 30,17
10155,2016-08-22,Cluster 31,29
10156,2016-08-22,Cluster 32,43
10157,2016-08-22,Cluster 33,33
10158,2016-08-22,Cluster 34,39
10159,2016-08-22,Cluster 35,13
10160,2016-08-22,Cluster 36,14
10161,2016-08-22,Cluster 37,20
10162,2016-08-22,Cluster 38,23
10163,2016-08-22,Cluster 39,43
10164,2016-08-22,Cluster 4,870
10165,2016-08-22,Cluster 41,6
10166,2016-08-22,Cluster 42,9
10167,2016-08-22,Cluster 43,2
10168,2016-08-22,Cluster 44,9
10169,2016-08-22,Cluster 45,1320
10170,2016-08-22,Cluster 46,3
10171,2016-08-22,Cluster 5,1198
10172,2016-08-22,Cluster 6,2955
10173,2016-08-22,Cluster 7,767
10174,2016-08-22,Cluster 8,3798
10175,2016-08-22,Cluster 9,803
10176,2016-08-23,Cluster 1,844
10177,2016-08-23,Cluster 10,97
10178,2016-08-23,Cluster 11,174
10179,2016-08-23,Cluster 12,179
10180,2016-08-23,Cluster 13,160
10181,2016-08-23,Cluster 14,366
10182,2016-08-23,Cluster 15,473
10183,2016-08-23,Cluster 16,7
10184,2016-08-23,Cluster 17,143
10185,2016-08-23,Cluster 18,403
10186,2016-08-23,Cluster 19,140
10187,2016-08-23,Cluster 2,869
10188,2016-08-23,Cluster 20,80
10189,2016-08-23,Cluster 21,450
10190,2016-08-23,Cluster 22,210
10191,2016-08-23,Cluster 23,179
10192,2016-08-23,Cluster 24,50
10193,2016-08-23,Cluster 25,1415
10194,2016-08-23,Cluster 26,644
10195,2016-08-23,Cluster 27,161
10196,2016-08-23,Cluster 28,23
10197,2016-08-23,Cluster 29,4
10198,2016-08-23,Cluster 3,560
10199,2016-08-23,Cluster 30,26
10200,2016-08-23,Cluster 31,29
10201,2016-08-23,Cluster 32,42
10202,2016-08-23,Cluster 33,40
10203,2016-08-23,Cluster 34,42
10204,2016-08-23,Cluster 35,16
10205,2016-08-23,Cluster 36,15
10206,2016-08-23,Cluster 37,21
10207,2016-08-23,Cluster 38,16
10208,2016-08-23,Cluster 39,43
10209,2016-08-23,Cluster 4,1065
10210,2016-08-23,Cluster 40,2
10211,2016-08-23,Cluster 41,4
10212,2016-08-23,Cluster 42,5
10213,2016-08-23,Cluster 43,9
10214,2016-08-23,Cluster 44,11
10215,2016-08-23,Cluster 45,1652
10216,2016-08-23,Cluster 46,7
10217,2016-08-23,Cluster 5,1484
10218,2016-08-23,Cluster 6,3744
10219,2016-08-23,Cluster 7,845
10220,2016-08-23,Cluster 8,4778
10221,2016-08-23,Cluster 9,1028
10222,2016-08-24,Cluster 1,835
10223,2016-08-24,Cluster 10,91
10224,2016-08-24,Cluster 11,191
10225,2016-08-24,Cluster 12,226
10226,2016-08-24,Cluster 13,184
10227,2016-08-24,Cluster 14,369
10228,2016-08-24,Cluster 15,541
10229,2016-08-24,Cluster 16,20
10230,2016-08-24,Cluster 17,152
10231,2016-08-24,Cluster 18,455
10232,2016-08-24,Cluster 19,127
10233,2016-08-24,Cluster 2,863
10234,2016-08-24,Cluster 20,85
10235,2016-08-24,Cluster 21,481
10236,2016-08-24,Cluster 22,125
10237,2016-08-24,Cluster 23,199
10238,2016-08-24,Cluster 24,46
10239,2016-08-24,Cluster 25,1624
10240,2016-08-24,Cluster 26,782
10241,2016-08-24,Cluster 27,312
10242,2016-08-24,Cluster 28,19
10243,2016-08-24,Cluster 29,4
10244,2016-08-24,Cluster 3,666
10245,2016-08-24,Cluster 30,13
10246,2016-08-24,Cluster 31,23
10247,2016-08-24,Cluster 32,50
10248,2016-08-24,Cluster 33,46
10249,2016-08-24,Cluster 34,51
10250,2016-08-24,Cluster 35,10
10251,2016-08-24,Cluster 36,14
10252,2016-08-24,Cluster 37,16
10253,2016-08-24,Cluster 38,18
10254,2016-08-24,Cluster 39,52
10255,2016-08-24,Cluster 4,1233
10256,2016-08-24,Cluster 40,3
10257,2016-08-24,Cluster 41,7
10258,2016-08-24,Cluster 42,16
10259,2016-08-24,Cluster 43,10
10260,2016-08-24,Cluster 44,11
10261,2016-08-24,Cluster 45,1822
10262,2016-08-24,Cluster 46,2
10263,2016-08-24,Cluster 5,1717
10264,2016-08-24,Cluster 6,4106
10265,2016-08-24,Cluster 7,979
10266,2016-08-24,Cluster 8,5334
10267,2016-08-24,Cluster 9,1261
10268,2016-08-25,Cluster 1,983
10269,2016-08-25,Cluster 10,105
10270,2016-08-25,Cluster 11,208
10271,2016-08-25,Cluster 12,226
10272,2016-08-25,Cluster 13,166
10273,2016-08-25,Cluster 14,404
10274,2016-08-25,Cluster 15,591
10275,2016-08-25,Cluster 16,17
10276,2016-08-25,Cluster 17,201
10277,2016-08-25,Cluster 18,486
10278,2016-08-25,Cluster 19,128
10279,2016-08-25,Cluster 2,1107
10280,2016-08-25,Cluster 20,109
10281,2016-08-25,Cluster 21,511
10282,2016-08-25,Cluster 22,139
10283,2016-08-25,Cluster 23,188
10284,2016-08-25,Cluster 24,51
10285,2016-08-25,Cluster 25,1744
10286,2016-08-25,Cluster 26,735
10287,2016-08-25,Cluster 27,331
10288,2016-08-25,Cluster 28,17
10289,2016-08-25,Cluster 29,3
10290,2016-08-25,Cluster 3,763
10291,2016-08-25,Cluster 30,24
10292,2016-08-25,Cluster 31,20
10293,2016-08-25,Cluster 32,48
10294,2016-08-25,Cluster 33,27
10295,2016-08-25,Cluster 34,51
10296,2016-08-25,Cluster 35,17
10297,2016-08-25,Cluster 36,15
10298,2016-08-25,Cluster 37,20
10299,2016-08-25,Cluster 38,22
10300,2016-08-25,Cluster 39,52
10301,2016-08-25,Cluster 4,1372
10302,2016-08-25,Cluster 40,4
10303,2016-08-25,Cluster 41,3
10304,2016-08-25,Cluster 42,10
10305,2016-08-25,Cluster 43,5
10306,2016-08-25,Cluster 44,10
10307,2016-08-25,Cluster 45,2026
10308,2016-08-25,Cluster 46,2
10309,2016-08-25,Cluster 5,1702
10310,2016-08-25,Cluster 6,4316
10311,2016-08-25,Cluster 7,1020
10312,2016-08-25,Cluster 8,5596
10313,2016-08-25,Cluster 9,1279
10314,2016-08-26,Cluster 1,1094
10315,2016-08-26,Cluster 10,80
10316,2016-08-26,Cluster 11,168
10317,2016-08-26,Cluster 12,229
10318,2016-08-26,Cluster 13,160
10319,2016-08-26,Cluster 14,407
10320,2016-08-26,Cluster 15,600
10321,2016-08-26,Cluster 16,13
10322,2016-08-26,Cluster 17,200
10323,2016-08-26,Cluster 18,571
10324,2016-08-26,Cluster 19,191
10325,2016-08-26,Cluster 2,1220
10326,2016-08-26,Cluster 20,104
10327,2016-08-26,Cluster 21,525
10328,2016-08-26,Cluster 22,167
10329,2016-08-26,Cluster 23,270
10330,2016-08-26,Cluster 24,54
10331,2016-08-26,Cluster 25,1680
10332,2016-08-26,Cluster 26,704
10333,2016-08-26,Cluster 27,322
10334,2016-08-26,Cluster 28,40
10335,2016-08-26,Cluster 29,1
10336,2016-08-26,Cluster 3,981
10337,2016-08-26,Cluster 30,23
10338,2016-08-26,Cluster 31,39
10339,2016-08-26,Cluster 32,66
10340,2016-08-26,Cluster 33,31
10341,2016-08-26,Cluster 34,57
10342,2016-08-26,Cluster 35,21
10343,2016-08-26,Cluster 36,13
10344,2016-08-26,Cluster 37,25
10345,2016-08-26,Cluster 38,34
10346,2016-08-26,Cluster 39,59
10347,2016-08-26,Cluster 4,1631
10348,2016-08-26,Cluster 40,2
10349,2016-08-26,Cluster 41,11
10350,2016-08-26,Cluster 42,15
10351,2016-08-26,Cluster 43,5
10352,2016-08-26,Cluster 44,9
10353,2016-08-26,Cluster 45,1953
10354,2016-08-26,Cluster 46,9
10355,2016-08-26,Cluster 5,1888
10356,2016-08-26,Cluster 6,4252
10357,2016-08-26,Cluster 7,1295
10358,2016-08-26,Cluster 8,5122
10359,2016-08-26,Cluster 9,1071
10360,2016-08-27,Cluster 1,878
10361,2016-08-27,Cluster 10,75
10362,2016-08-27,Cluster 11,147
10363,2016-08-27,Cluster 12,152
10364,2016-08-27,Cluster 13,127
10365,2016-08-27,Cluster 14,387
10366,2016-08-27,Cluster 15,516
10367,2016-08-27,Cluster 16,13
10368,2016-08-27,Cluster 17,227
10369,2016-08-27,Cluster 18,594
10370,2016-08-27,Cluster 19,172
10371,2016-08-27,Cluster 2,1313
10372,2016-08-27,Cluster 20,90
10373,2016-08-27,Cluster 21,459
10374,2016-08-27,Cluster 22,170
10375,2016-08-27,Cluster 23,235
10376,2016-08-27,Cluster 24,47
10377,2016-08-27,Cluster 25,1131
10378,2016-08-27,Cluster 26,504
10379,2016-08-27,Cluster 27,235
10380,2016-08-27,Cluster 28,17
10381,2016-08-27,Cluster 29,3
10382,2016-08-27,Cluster 3,983
10383,2016-08-27,Cluster 30,20
10384,2016-08-27,Cluster 31,34
10385,2016-08-27,Cluster 32,56
10386,2016-08-27,Cluster 33,35
10387,2016-08-27,Cluster 34,52
10388,2016-08-27,Cluster 35,17
10389,2016-08-27,Cluster 36,12
10390,2016-08-27,Cluster 37,22
10391,2016-08-27,Cluster 38,39
10392,2016-08-27,Cluster 39,52
10393,2016-08-27,Cluster 4,1439
10394,2016-08-27,Cluster 40,4
10395,2016-08-27,Cluster 41,13
10396,2016-08-27,Cluster 42,2
10397,2016-08-27,Cluster 43,3
10398,2016-08-27,Cluster 44,8
10399,2016-08-27,Cluster 45,1280
10400,2016-08-27,Cluster 46,4
10401,2016-08-27,Cluster 5,1276
10402,2016-08-27,Cluster 6,2577
10403,2016-08-27,Cluster 7,1085
10404,2016-08-27,Cluster 8,3281
10405,2016-08-27,Cluster 9,664
10406,2016-08-28,Cluster 1,754
10407,2016-08-28,Cluster 10,62
10408,2016-08-28,Cluster 11,106
10409,2016-08-28,Cluster 12,139
10410,2016-08-28,Cluster 13,94
10411,2016-08-28,Cluster 14,301
10412,2016-08-28,Cluster 15,445
10413,2016-08-28,Cluster 16,9
10414,2016-08-28,Cluster 17,165
10415,2016-08-28,Cluster 18,531
10416,2016-08-28,Cluster 19,113
10417,2016-08-28,Cluster 2,1126
10418,2016-08-28,Cluster 20,74
10419,2016-08-28,Cluster 21,364
10420,2016-08-28,Cluster 22,92
10421,2016-08-28,Cluster 23,165
10422,2016-08-28,Cluster 24,30
10423,2016-08-28,Cluster 25,994
10424,2016-08-28,Cluster 26,355
10425,2016-08-28,Cluster 27,136
10426,2016-08-28,Cluster 28,9
10427,2016-08-28,Cluster 29,3
10428,2016-08-28,Cluster 3,704
10429,2016-08-28,Cluster 30,24
10430,2016-08-28,Cluster 31,19
10431,2016-08-28,Cluster 32,30
10432,2016-08-28,Cluster 33,24
10433,2016-08-28,Cluster 34,35
10434,2016-08-28,Cluster 35,13
10435,2016-08-28,Cluster 36,13
10436,2016-08-28,Cluster 37,17
10437,2016-08-28,Cluster 38,13
10438,2016-08-28,Cluster 39,44
10439,2016-08-28,Cluster 4,1023
10440,2016-08-28,Cluster 40,1
10441,2016-08-28,Cluster 41,7
10442,2016-08-28,Cluster 42,2
10443,2016-08-28,Cluster 43,4
10444,2016-08-28,Cluster 44,5
10445,2016-08-28,Cluster 45,738
10446,2016-08-28,Cluster 46,2
10447,2016-08-28,Cluster 5,914
10448,2016-08-28,Cluster 6,1827
10449,2016-08-28,Cluster 7,847
10450,2016-08-28,Cluster 8,2305
10451,2016-08-28,Cluster 9,472
10452,2016-08-29,Cluster 1,803
10453,2016-08-29,Cluster 10,71
10454,2016-08-29,Cluster 11,163
10455,2016-08-29,Cluster 12,182
10456,2016-08-29,Cluster 13,150
10457,2016-08-29,Cluster 14,294
10458,2016-08-29,Cluster 15,459
10459,2016-08-29,Cluster 16,15
10460,2016-08-29,Cluster 17,158
10461,2016-08-29,Cluster 18,418
10462,2016-08-29,Cluster 19,136
10463,2016-08-29,Cluster 2,861
10464,2016-08-29,Cluster 20,107
10465,2016-08-29,Cluster 21,429
10466,2016-08-29,Cluster 22,142
10467,2016-08-29,Cluster 23,157
10468,2016-08-29,Cluster 24,31
10469,2016-08-29,Cluster 25,1210
10470,2016-08-29,Cluster 26,517
10471,2016-08-29,Cluster 27,139
10472,2016-08-29,Cluster 28,23
10473,2016-08-29,Cluster 29,1
10474,2016-08-29,Cluster 3,480
10475,2016-08-29,Cluster 30,19
10476,2016-08-29,Cluster 31,27
10477,2016-08-29,Cluster 32,81
10478,2016-08-29,Cluster 33,38
10479,2016-08-29,Cluster 34,46
10480,2016-08-29,Cluster 35,8
10481,2016-08-29,Cluster 36,16
10482,2016-08-29,Cluster 37,21
10483,2016-08-29,Cluster 38,23
10484,2016-08-29,Cluster 39,43
10485,2016-08-29,Cluster 4,1156
10486,2016-08-29,Cluster 40,2
10487,2016-08-29,Cluster 41,2
10488,2016-08-29,Cluster 42,4
10489,2016-08-29,Cluster 43,7
10490,2016-08-29,Cluster 44,4
10491,2016-08-29,Cluster 45,1370
10492,2016-08-29,Cluster 46,3
10493,2016-08-29,Cluster 5,1492
10494,2016-08-29,Cluster 6,3323
10495,2016-08-29,Cluster 7,705
10496,2016-08-29,Cluster 8,4040
10497,2016-08-29,Cluster 9,838
10498,2016-08-30,Cluster 1,826
10499,2016-08-30,Cluster 10,93
10500,2016-08-30,Cluster 11,172
10501,2016-08-30,Cluster 12,226
10502,2016-08-30,Cluster 13,133
10503,2016-08-30,Cluster 14,360
10504,2016-08-30,Cluster 15,537
10505,2016-08-30,Cluster 16,19
10506,2016-08-30,Cluster 17,159
10507,2016-08-30,Cluster 18,433
10508,2016-08-30,Cluster 19,135
10509,2016-08-30,Cluster 2,875
10510,2016-08-30,Cluster 20,95
10511,2016-08-30,Cluster 21,426
10512,2016-08-30,Cluster 22,118
10513,2016-08-30,Cluster 23,140
10514,2016-08-30,Cluster 24,48
10515,2016-08-30,Cluster 25,1473
10516,2016-08-30,Cluster 26,658
10517,2016-08-30,Cluster 27,170
10518,2016-08-30,Cluster 28,15
10519,2016-08-30,Cluster 29,5
10520,2016-08-30,Cluster 3,600
10521,2016-08-30,Cluster 30,25
10522,2016-08-30,Cluster 31,27
10523,2016-08-30,Cluster 32,71
10524,2016-08-30,Cluster 33,33
10525,2016-08-30,Cluster 34,52
10526,2016-08-30,Cluster 35,11
10527,2016-08-30,Cluster 36,20
10528,2016-08-30,Cluster 37,19
10529,2016-08-30,Cluster 38,28
10530,2016-08-30,Cluster 39,52
10531,2016-08-30,Cluster 4,1237
10532,2016-08-30,Cluster 40,1
10533,2016-08-30,Cluster 41,6
10534,2016-08-30,Cluster 42,8
10535,2016-08-30,Cluster 43,3
10536,2016-08-30,Cluster 44,8
10537,2016-08-30,Cluster 45,1688
10538,2016-08-30,Cluster 46,1
10539,2016-08-30,Cluster 5,1543
10540,2016-08-30,Cluster 6,3900
10541,2016-08-30,Cluster 7,850
10542,2016-08-30,Cluster 8,4895
10543,2016-08-30,Cluster 9,1114
10544,2016-08-31,Cluster 1,972
10545,2016-08-31,Cluster 10,91
10546,2016-08-31,Cluster 11,174
10547,2016-08-31,Cluster 12,211
10548,2016-08-31,Cluster 13,168
10549,2016-08-31,Cluster 14,375
10550,2016-08-31,Cluster 15,546
10551,2016-08-31,Cluster 16,22
10552,2016-08-31,Cluster 17,135
10553,2016-08-31,Cluster 18,441
10554,2016-08-31,Cluster 19,147
10555,2016-08-31,Cluster 2,881
10556,2016-08-31,Cluster 20,106
10557,2016-08-31,Cluster 21,508
10558,2016-08-31,Cluster 22,172
10559,2016-08-31,Cluster 23,196
10560,2016-08-31,Cluster 24,45
10561,2016-08-31,Cluster 25,1611
10562,2016-08-31,Cluster 26,750
10563,2016-08-31,Cluster 27,220
10564,2016-08-31,Cluster 28,22
10565,2016-08-31,Cluster 29,2
10566,2016-08-31,Cluster 3,673
10567,2016-08-31,Cluster 30,27
10568,2016-08-31,Cluster 31,22
10569,2016-08-31,Cluster 32,71
10570,2016-08-31,Cluster 33,35
10571,2016-08-31,Cluster 34,46
10572,2016-08-31,Cluster 35,8
10573,2016-08-31,Cluster 36,17
10574,2016-08-31,Cluster 37,17
10575,2016-08-31,Cluster 38,17
10576,2016-08-31,Cluster 39,39
10577,2016-08-31,Cluster 4,1245
10578,2016-08-31,Cluster 40,3
10579,2016-08-31,Cluster 41,3
10580,2016-08-31,Cluster 42,12
10581,2016-08-31,Cluster 43,6
10582,2016-08-31,Cluster 44,8
10583,2016-08-31,Cluster 45,1684
10584,2016-08-31,Cluster 46,1
10585,2016-08-31,Cluster 5,1671
10586,2016-08-31,Cluster 6,4144
10587,2016-08-31,Cluster 7,904
10588,2016-08-31,Cluster 8,5111
10589,2016-08-31,Cluster 9,1167
10590,2016-09-01,Cluster 1,1003
10591,2016-09-01,Cluster 10,104
10592,2016-09-01,Cluster 11,170
10593,2016-09-01,Cluster 12,249
10594,2016-09-01,Cluster 13,167
10595,2016-09-01,Cluster 14,435
10596,2016-09-01,Cluster 15,629
10597,2016-09-01,Cluster 16,18
10598,2016-09-01,Cluster 17,177
10599,2016-09-01,Cluster 18,526
10600,2016-09-01,Cluster 19,158
10601,2016-09-01,Cluster 2,1144
10602,2016-09-01,Cluster 20,98
10603,2016-09-01,Cluster 21,574
10604,2016-09-01,Cluster 22,204
10605,2016-09-01,Cluster 23,221
10606,2016-09-01,Cluster 24,47
10607,2016-09-01,Cluster 25,1732
10608,2016-09-01,Cluster 26,845
10609,2016-09-01,Cluster 27,561
10610,2016-09-01,Cluster 28,44
10611,2016-09-01,Cluster 29,7
10612,2016-09-01,Cluster 3,789
10613,2016-09-01,Cluster 30,45
10614,2016-09-01,Cluster 31,34
10615,2016-09-01,Cluster 32,81
10616,2016-09-01,Cluster 33,59
10617,2016-09-01,Cluster 34,68
10618,2016-09-01,Cluster 35,19
10619,2016-09-01,Cluster 36,27
10620,2016-09-01,Cluster 37,21
10621,2016-09-01,Cluster 38,38
10622,2016-09-01,Cluster 39,72
10623,2016-09-01,Cluster 4,1212
10624,2016-09-01,Cluster 40,3
10625,2016-09-01,Cluster 41,7
10626,2016-09-01,Cluster 42,5
10627,2016-09-01,Cluster 43,4
10628,2016-09-01,Cluster 44,11
10629,2016-09-01,Cluster 45,1725
10630,2016-09-01,Cluster 46,5
10631,2016-09-01,Cluster 5,1626
10632,2016-09-01,Cluster 6,4384
10633,2016-09-01,Cluster 7,1013
10634,2016-09-01,Cluster 8,5165
10635,2016-09-01,Cluster 9,1381
10636,2016-09-02,Cluster 1,988
10637,2016-09-02,Cluster 10,94
10638,2016-09-02,Cluster 11,162
10639,2016-09-02,Cluster 12,229
10640,2016-09-02,Cluster 13,136
10641,2016-09-02,Cluster 14,368
10642,2016-09-02,Cluster 15,573
10643,2016-09-02,Cluster 16,18
10644,2016-09-02,Cluster 17,249
10645,2016-09-02,Cluster 18,614
10646,2016-09-02,Cluster 19,171
10647,2016-09-02,Cluster 2,1202
10648,2016-09-02,Cluster 20,121
10649,2016-09-02,Cluster 21,588
10650,2016-09-02,Cluster 22,244
10651,2016-09-02,Cluster 23,261
10652,2016-09-02,Cluster 24,65
10653,2016-09-02,Cluster 25,1525
10654,2016-09-02,Cluster 26,573
10655,2016-09-02,Cluster 27,175
10656,2016-09-02,Cluster 28,38
10657,2016-09-02,Cluster 29,11
10658,2016-09-02,Cluster 3,936
10659,2016-09-02,Cluster 30,40
10660,2016-09-02,Cluster 31,49
10661,2016-09-02,Cluster 32,73
10662,2016-09-02,Cluster 33,66
10663,2016-09-02,Cluster 34,95
10664,2016-09-02,Cluster 35,13
10665,2016-09-02,Cluster 36,26
10666,2016-09-02,Cluster 37,30
10667,2016-09-02,Cluster 38,37
10668,2016-09-02,Cluster 39,80
10669,2016-09-02,Cluster 4,1195
10670,2016-09-02,Cluster 40,1
10671,2016-09-02,Cluster 41,5
10672,2016-09-02,Cluster 42,8
10673,2016-09-02,Cluster 43,7
10674,2016-09-02,Cluster 44,9
10675,2016-09-02,Cluster 45,1495
10676,2016-09-02,Cluster 5,1509
10677,2016-09-02,Cluster 6,3302
10678,2016-09-02,Cluster 7,1084
10679,2016-09-02,Cluster 8,3989
10680,2016-09-02,Cluster 9,844
10681,2016-09-03,Cluster 1,904
10682,2016-09-03,Cluster 10,68
10683,2016-09-03,Cluster 11,132
10684,2016-09-03,Cluster 12,157
10685,2016-09-03,Cluster 13,89
10686,2016-09-03,Cluster 14,302
10687,2016-09-03,Cluster 15,512
10688,2016-09-03,Cluster 16,16
10689,2016-09-03,Cluster 17,214
10690,2016-09-03,Cluster 18,575
10691,2016-09-03,Cluster 19,152
10692,2016-09-03,Cluster 2,1175
10693,2016-09-03,Cluster 20,81
10694,2016-09-03,Cluster 21,398
10695,2016-09-03,Cluster 22,158
10696,2016-09-03,Cluster 23,252
10697,2016-09-03,Cluster 24,57
10698,2016-09-03,Cluster 25,1039
10699,2016-09-03,Cluster 26,403
10700,2016-09-03,Cluster 27,121
10701,2016-09-03,Cluster 28,20
10702,2016-09-03,Cluster 29,8
10703,2016-09-03,Cluster 3,941
10704,2016-09-03,Cluster 30,31
10705,2016-09-03,Cluster 31,37
10706,2016-09-03,Cluster 32,60
10707,2016-09-03,Cluster 33,47
10708,2016-09-03,Cluster 34,64
10709,2016-09-03,Cluster 35,17
10710,2016-09-03,Cluster 36,17
10711,2016-09-03,Cluster 37,31
10712,2016-09-03,Cluster 38,24
10713,2016-09-03,Cluster 39,60
10714,2016-09-03,Cluster 4,1130
10715,2016-09-03,Cluster 40,4
10716,2016-09-03,Cluster 41,18
10717,2016-09-03,Cluster 42,2
10718,2016-09-03,Cluster 43,6
10719,2016-09-03,Cluster 44,9
10720,2016-09-03,Cluster 45,1263
10721,2016-09-03,Cluster 46,6
10722,2016-09-03,Cluster 5,998
10723,2016-09-03,Cluster 6,2422
10724,2016-09-03,Cluster 7,884
10725,2016-09-03,Cluster 8,3141
10726,2016-09-03,Cluster 9,599
10727,2016-09-04,Cluster 1,739
10728,2016-09-04,Cluster 10,59
10729,2016-09-04,Cluster 11,88
10730,2016-09-04,Cluster 12,170
10731,2016-09-04,Cluster 13,92
10732,2016-09-04,Cluster 14,276
10733,2016-09-04,Cluster 15,470
10734,2016-09-04,Cluster 16,12
10735,2016-09-04,Cluster 17,158
10736,2016-09-04,Cluster 18,510
10737,2016-09-04,Cluster 19,122
10738,2016-09-04,Cluster 2,1064
10739,2016-09-04,Cluster 20,94
