,Component,Date,Value
0,Component1,2017-01-01,2.6840730719188883
1,Component2,2017-01-01,-1.3437025075183702
2,Component3,2017-01-01,1.3489231228708611
3,Component4,2017-01-01,0.07580168934994336
4,Component5,2017-01-01,0.40548767263147795
5,Component6,2017-01-01,0.06104685573362599
6,Component7,2017-01-01,0.04369631095270615
7,Component8,2017-01-01,0.330608808825596
8,Component9,2017-01-01,-0.0699578856470499
9,Component10,2017-01-01,0.06507692861926534
10,Component11,2017-01-01,-0.21823320207053507
11,Component12,2017-01-01,0.045857719830779436
12,Component13,2017-01-01,-0.19915186826635786
13,Component14,2017-01-01,-0.2787739989147772
14,Component15,2017-01-01,-0.05456427572036126
15,Component16,2017-01-01,-0.017449613508674872
16,Component1,2017-01-02,3.7597447470664105
17,Component2,2017-01-02,0.13272464700093467
18,Component3,2017-01-02,0.6495882616128861
19,Component4,2017-01-02,-0.28570891659863096
20,Component5,2017-01-02,0.2444570003591933
21,Component6,2017-01-02,-0.11532564721333707
22,Component7,2017-01-02,-0.2359236146024233
23,Component8,2017-01-02,-0.0782112721812207
24,Component9,2017-01-02,-0.2254472133564321
25,Component10,2017-01-02,-0.0490144269372109
26,Component11,2017-01-02,0.08214504640182299
27,Component12,2017-01-02,0.012523340360678918
28,Component13,2017-01-02,-0.3027951940885924
29,Component14,2017-01-02,-0.13154890332346866
30,Component15,2017-01-02,-0.10679216606587424
31,Component16,2017-01-02,0.014112886451537325
32,Component1,2017-01-03,-1.0328415867886946
33,Component2,2017-01-03,0.5708316985447015
34,Component3,2017-01-03,0.2837301009691254
35,Component4,2017-01-03,-0.052190540880416136
36,Component5,2017-01-03,-0.16119801645348575
37,Component6,2017-01-03,0.05457177305772848
38,Component7,2017-01-03,-0.0821706074180642
39,Component8,2017-01-03,0.08377974028497445
40,Component9,2017-01-03,-0.10079485791353404
41,Component10,2017-01-03,0.11114819715856067
42,Component11,2017-01-03,0.027025026583293303
43,Component12,2017-01-03,0.07170035968207858
44,Component13,2017-01-03,-0.00760540057986753
45,Component14,2017-01-03,-0.013442353915228392
46,Component15,2017-01-03,-0.14267158176647105
47,Component16,2017-01-03,0.005170451196611984
48,Component1,2017-01-04,-1.17749038645199
49,Component2,2017-01-04,0.5187600938112581
50,Component3,2017-01-04,0.4016964295051758
51,Component4,2017-01-04,0.025713034145044843
52,Component5,2017-01-04,-0.07142426889339991
53,Component6,2017-01-04,0.12098017599740266
54,Component7,2017-01-04,-0.024970124248883403
55,Component8,2017-01-04,-0.012159843081539336
56,Component9,2017-01-04,-0.0990503941277972
57,Component10,2017-01-04,0.1836771691609176
58,Component11,2017-01-04,-0.10020698451431047
59,Component12,2017-01-04,0.07895071628711613
60,Component13,2017-01-04,0.04349502319372296
61,Component14,2017-01-04,-0.011922001878380262
62,Component15,2017-01-04,-0.09694536817125884
63,Component16,2017-01-04,0.031848596890102214
64,Component1,2017-01-05,-1.2525573144992317
65,Component2,2017-01-05,0.468286636281045
66,Component3,2017-01-05,0.3512642082113147
67,Component4,2017-01-05,0.10362254358273004
68,Component5,2017-01-05,-0.05668289926123132
69,Component6,2017-01-05,0.07705946004901408
70,Component7,2017-01-05,-0.08702665380017041
71,Component8,2017-01-05,-0.012537319462442669
72,Component9,2017-01-05,-0.05890781019338865
73,Component10,2017-01-05,0.18628733993841973
74,Component11,2017-01-05,-0.0905437538724692
75,Component12,2017-01-05,0.07994890797606896
76,Component13,2017-01-05,-0.0028412916510730693
77,Component14,2017-01-05,-0.0035576119577038186
78,Component15,2017-01-05,-0.09778511015553884
79,Component16,2017-01-05,0.02567874546874264
80,Component1,2017-01-06,-1.818709356400248
81,Component2,2017-01-06,-0.303229040457078
82,Component3,2017-01-06,0.14941731205337191
83,Component4,2017-01-06,0.0055181863934424
84,Component5,2017-01-06,-0.07580205405814658
85,Component6,2017-01-06,-0.05535421034553782
86,Component7,2017-01-06,-0.25709262803463023
87,Component8,2017-01-06,-0.11763837223730908
88,Component9,2017-01-06,-0.008311186991006234
89,Component10,2017-01-06,0.12143257559644507
90,Component11,2017-01-06,-0.18318553173416474
91,Component12,2017-01-06,0.03919079244499552
92,Component13,2017-01-06,0.022162242220061155
93,Component14,2017-01-06,0.028756925279238336
94,Component15,2017-01-06,-0.0902182747228304
95,Component16,2017-01-06,0.09707901714179526
96,Component1,2017-01-07,1.3739424340665751
