amount,Type,date,TimeSeries,CommPCA,CommAutoEncoder,InOutFlowAutoEncoder,InOutFlowPCA,Comm,city
2172158.0,,2018-03-06,False,False,False,False,False,False,Taipei
2208949.0,,2018-03-07,False,False,False,False,False,False,Taipei
2235146.0,,2018-03-08,False,False,False,False,False,False,Taipei
2421058.0,,2018-03-09,False,False,False,False,False,False,Taipei
2162086.0,,2018-03-10,False,False,True,True,True,True,Taipei
1851377.0,,2018-03-11,False,True,True,True,True,True,Taipei
2151276.0,,2018-03-12,False,False,False,False,False,False,Taipei
2192620.0,,2018-03-13,False,False,False,False,False,False,Taipei
2226631.0,,2018-03-14,False,False,False,False,False,False,Taipei
2243023.0,,2018-03-15,False,False,False,False,False,False,Taipei
2451701.0,,2018-03-16,False,False,False,False,False,False,Taipei
2129137.0,,2018-03-17,False,False,True,True,False,True,Taipei
1869209.0,,2018-03-18,False,False,True,True,False,True,Taipei
2160088.0,,2018-03-19,False,False,False,False,False,False,Taipei
2168999.0,,2018-03-20,False,False,False,False,False,False,Taipei
2208595.0,,2018-03-21,False,False,False,False,False,False,Taipei
2221631.0,,2018-03-22,False,False,False,False,False,False,Taipei
2416723.0,,2018-03-23,False,False,False,False,False,False,Taipei
2109650.0,,2018-03-24,False,False,True,True,True,True,Taipei
1746307.0,,2018-03-25,False,False,True,True,True,True,Taipei
2135526.0,,2018-03-26,False,False,False,False,False,False,Taipei
2182642.0,,2018-03-27,False,False,False,False,False,False,Taipei
2205127.0,,2018-03-28,False,False,False,False,False,False,Taipei
2223897.0,,2018-03-29,False,False,False,False,False,False,Taipei
2318964.0,,2018-03-30,False,False,False,False,False,False,Taipei
2232624.0,,2018-03-31,False,True,True,True,True,True,Taipei
1695484.0,,2018-04-01,True,True,True,True,True,True,Taipei
2070107.0,,2018-04-02,False,True,False,True,True,False,Taipei
2188299.0,,2018-04-03,False,True,False,False,True,False,Taipei
1696141.0,National Holiday,2018-04-04,True,True,True,True,True,True,Taipei
1520974.0,National Holiday,2018-04-05,True,True,True,True,True,True,Taipei
1692734.0,,2018-04-06,False,True,False,True,True,True,Taipei
1742112.0,,2018-04-07,False,False,False,False,True,True,Taipei
1643673.0,,2018-04-08,False,True,True,True,True,False,Taipei
2055139.0,,2018-04-09,False,False,False,False,False,False,Taipei
2109343.0,,2018-04-10,False,False,False,False,False,False,Taipei
2144625.0,,2018-04-11,True,False,False,False,False,False,Taipei
2145791.0,,2018-04-12,False,False,False,False,False,False,Taipei
2348241.0,,2018-04-13,False,False,False,False,False,False,Taipei
1986881.0,,2018-04-14,False,False,True,False,False,True,Taipei
1652114.0,,2018-04-15,False,False,False,False,True,True,Taipei
2103720.0,,2018-04-16,False,False,False,False,False,False,Taipei
2173083.0,,2018-04-17,False,False,False,True,False,False,Taipei
2176531.0,,2018-04-18,False,False,False,False,False,False,Taipei
2184243.0,,2018-04-19,False,False,False,False,False,False,Taipei
2369960.0,,2018-04-20,False,False,False,False,False,False,Taipei
2082936.0,,2018-04-21,False,False,True,True,False,True,Taipei
1759747.0,,2018-04-22,False,False,True,False,False,True,Taipei
2092302.0,,2018-04-23,False,False,False,False,False,False,Taipei
2121136.0,,2018-04-24,False,False,False,False,False,False,Taipei
2216644.0,,2018-04-25,False,False,False,False,False,True,Taipei
2233684.0,,2018-04-26,False,False,False,False,False,False,Taipei
2396756.0,,2018-04-27,False,False,False,False,False,True,Taipei
2070878.0,,2018-04-28,False,False,False,True,False,True,Taipei
1767055.0,,2018-04-29,False,False,False,False,False,True,Taipei
2172282.0,,2018-04-30,False,False,False,False,False,False,Taipei
1828508.0,National Holiday,2018-05-01,True,True,True,True,True,True,Taipei
2148788.0,,2018-05-02,True,False,False,False,False,False,Taipei
2172154.0,,2018-05-03,False,False,False,False,False,False,Taipei
2399301.0,,2018-05-04,False,False,False,False,False,False,Taipei
2048164.0,,2018-05-05,False,False,False,True,False,True,Taipei
1749668.0,,2018-05-06,False,True,True,True,False,True,Taipei
2120575.0,,2018-05-07,False,False,False,False,False,False,Taipei
2146290.0,,2018-05-08,False,False,False,False,False,False,Taipei
2180203.0,,2018-05-09,False,False,False,False,False,False,Taipei
2204206.0,,2018-05-10,False,False,False,False,False,False,Taipei
2398781.0,,2018-05-11,False,False,False,False,False,False,Taipei
1937126.0,,2018-05-12,False,False,False,False,False,True,Taipei
1613316.0,,2018-05-13,False,True,False,False,False,True,Taipei
2088620.0,,2018-05-14,False,False,False,False,False,False,Taipei
2121251.0,,2018-05-15,False,False,False,False,False,False,Taipei
2135883.0,,2018-05-16,False,False,False,False,False,False,Taipei
2149161.0,,2018-05-17,False,False,False,False,False,False,Taipei
2391488.0,,2018-05-18,False,False,False,False,False,True,Taipei
2026255.0,,2018-05-19,False,False,False,True,False,True,Taipei
1756784.0,,2018-05-20,False,False,False,False,False,True,Taipei
2089793.0,,2018-05-21,False,False,False,False,False,False,Taipei
2129475.0,,2018-05-22,False,False,False,False,False,False,Taipei
2130474.0,,2018-05-23,False,False,False,False,False,False,Taipei
2171405.0,,2018-05-24,False,False,False,False,False,False,Taipei
2375365.0,,2018-05-25,False,False,False,False,False,False,Taipei
2134084.0,,2018-05-26,False,False,True,True,False,True,Taipei
1762692.0,,2018-05-27,False,False,False,False,False,False,Taipei
2113232.0,,2018-05-28,False,False,False,False,False,False,Taipei
2118604.0,,2018-05-29,False,False,False,False,False,False,Taipei
2134324.0,,2018-05-30,False,False,False,False,False,False,Taipei
2148166.0,,2018-05-31,False,False,False,False,False,False,Taipei
2362724.0,,2018-06-01,False,False,False,False,False,False,Taipei
1923709.0,Extreme Weather,2018-06-02,False,False,False,False,False,True,Taipei
1646979.0,,2018-06-03,False,False,False,False,False,False,Taipei
2062050.0,,2018-06-04,False,False,False,False,False,False,Taipei
2145610.0,,2018-06-05,False,False,False,False,False,False,Taipei
2171932.0,,2018-06-06,False,False,False,False,False,False,Taipei
2205994.0,,2018-06-07,False,False,False,False,False,False,Taipei
2385584.0,,2018-06-08,False,False,False,False,False,False,Taipei
2073045.0,,2018-06-09,False,False,False,True,False,True,Taipei
1678383.0,,2018-06-10,False,False,False,False,False,True,Taipei
2108424.0,,2018-06-11,False,False,False,False,False,False,Taipei
2166091.0,,2018-06-12,False,False,False,False,False,False,Taipei
2155274.0,,2018-06-13,False,False,False,False,False,False,Taipei
2169934.0,,2018-06-14,False,False,False,False,False,False,Taipei
2370914.0,,2018-06-15,False,False,False,False,False,False,Taipei
1834654.0,,2018-06-16,False,True,False,True,True,True,Taipei
1649000.0,,2018-06-17,False,True,True,False,True,True,Taipei
1291020.0,National Holiday,2018-06-18,True,True,True,True,True,False,Taipei
2126737.0,,2018-06-19,True,False,False,False,False,False,Taipei
2143658.0,,2018-06-20,False,False,False,False,False,False,Taipei
2165567.0,,2018-06-21,False,False,False,False,False,False,Taipei
2298393.0,,2018-06-22,False,False,False,False,False,False,Taipei
1877736.0,,2018-06-23,False,False,False,False,False,True,Taipei
1559357.0,,2018-06-24,False,False,False,False,False,False,Taipei
2057797.0,,2018-06-25,False,False,False,False,False,False,Taipei
2118838.0,,2018-06-26,False,False,False,False,False,False,Taipei
2152176.0,,2018-06-27,False,False,False,False,False,False,Taipei
2200740.0,,2018-06-28,False,False,False,False,False,False,Taipei
2411810.0,,2018-06-29,False,False,False,True,False,True,Taipei
1940989.0,,2018-06-30,False,False,True,False,False,True,Taipei
1644710.0,,2018-07-01,False,False,False,False,False,False,Taipei
2097433.0,,2018-07-02,False,False,False,False,False,True,Taipei
2120848.0,,2018-07-03,False,False,False,False,False,False,Taipei
2145425.0,,2018-07-04,False,False,False,False,False,False,Taipei
2171399.0,,2018-07-05,False,False,False,False,False,False,Taipei
2332469.0,,2018-07-06,False,False,False,False,False,False,Taipei
1935216.0,,2018-07-07,False,False,False,True,False,True,Taipei
1676935.0,,2018-07-08,False,False,False,False,False,False,Taipei
2152933.0,,2018-07-09,False,False,False,False,False,False,Taipei
1707906.0,,2018-07-10,True,True,True,True,True,True,Taipei
1480662.0,,2018-07-11,True,True,True,True,True,True,Taipei
2194432.0,,2018-07-12,True,False,False,False,False,False,Taipei
2368328.0,,2018-07-13,False,False,False,False,False,True,Taipei
1955678.0,,2018-07-14,True,False,False,False,False,False,Taipei
1674781.0,,2018-07-15,False,False,False,False,False,False,Taipei
2110504.0,,2018-07-16,True,False,False,False,False,False,Taipei
2162029.0,,2018-07-17,False,False,False,False,False,False,Taipei
2180684.0,,2018-07-18,False,False,False,False,False,False,Taipei
2181773.0,,2018-07-19,False,False,False,False,False,False,Taipei
2320939.0,,2018-07-20,False,False,False,False,False,False,Taipei
1895913.0,,2018-07-21,False,False,False,False,False,True,Taipei
1640375.0,,2018-07-22,False,False,False,False,False,False,Taipei
2092905.0,,2018-07-23,False,False,False,False,False,False,Taipei
2115266.0,,2018-07-24,False,False,False,False,False,False,Taipei
2157178.0,,2018-07-25,False,False,False,False,False,False,Taipei
2178010.0,,2018-07-26,False,False,False,False,False,False,Taipei
2294189.0,,2018-07-27,False,False,False,False,False,False,Taipei
1987257.0,,2018-07-28,False,True,True,True,False,True,Taipei
1682360.0,,2018-07-29,False,False,False,False,False,True,Taipei
2080974.0,,2018-07-30,False,False,False,False,False,False,Taipei
2138606.0,,2018-07-31,False,False,False,False,False,False,Taipei
2136088.0,,2018-08-01,False,False,False,False,False,False,Taipei
2159632.0,,2018-08-02,False,False,False,False,False,False,Taipei
2283247.0,,2018-08-03,False,False,False,True,False,False,Taipei
1898710.0,,2018-08-04,False,False,False,True,False,True,Taipei
1680243.0,,2018-08-05,False,True,False,False,False,True,Taipei
2099299.0,,2018-08-06,False,False,False,False,False,False,Taipei
2166263.0,,2018-08-07,False,False,False,False,False,False,Taipei
2148228.0,,2018-08-08,False,False,False,False,False,False,Taipei
2194682.0,,2018-08-09,False,False,False,False,False,False,Taipei
2353117.0,,2018-08-10,False,False,True,False,False,False,Taipei
1994179.0,,2018-08-11,False,True,True,True,False,True,Taipei
1682303.0,,2018-08-12,False,True,True,True,False,True,Taipei
2134561.0,,2018-08-13,False,False,False,False,False,False,Taipei
2194706.0,,2018-08-14,False,False,False,False,False,False,Taipei
2214075.0,,2018-08-15,False,False,False,False,False,False,Taipei
2243761.0,,2018-08-16,False,False,False,False,False,False,Taipei
2367374.0,,2018-08-17,False,False,False,False,False,False,Taipei
2012712.0,,2018-08-18,False,True,True,True,True,True,Taipei
1681781.0,,2018-08-19,False,False,False,True,True,False,Taipei
2110534.0,,2018-08-20,False,False,False,False,False,False,Taipei
2138241.0,,2018-08-21,False,False,False,False,False,False,Taipei
2171375.0,,2018-08-22,False,False,False,False,False,False,Taipei
2165213.0,,2018-08-23,False,False,False,False,False,False,Taipei
2256295.0,,2018-08-24,False,False,False,False,False,False,Taipei
1734982.0,,2018-08-25,False,False,False,False,False,False,Taipei
1629709.0,,2018-08-26,False,False,False,True,False,False,Taipei
2099962.0,,2018-08-27,False,False,False,False,False,False,Taipei
2124949.0,,2018-08-28,False,False,False,False,False,False,Taipei
2117994.0,,2018-08-29,False,False,False,False,False,False,Taipei
2123387.0,,2018-08-30,False,False,False,False,False,False,Taipei
2296449.0,,2018-08-31,False,False,False,True,False,False,Taipei
1874722.0,,2018-09-01,False,False,False,True,False,True,Taipei
1591671.0,,2018-09-02,False,False,False,True,False,False,Taipei
2102499.0,,2018-09-03,False,False,False,False,False,False,Taipei
2105251.0,,2018-09-04,False,False,False,False,False,False,Taipei
2134143.0,,2018-09-05,False,False,False,False,False,False,Taipei
2162872.0,,2018-09-06,False,False,False,False,False,False,Taipei
2305629.0,,2018-09-07,False,False,False,True,False,False,Taipei
1850217.0,,2018-09-08,False,True,False,False,False,True,Taipei
1480364.0,,2018-09-09,False,True,False,True,True,False,Taipei
2150791.0,,2018-09-10,False,False,False,False,False,False,Taipei
2189847.0,,2018-09-11,False,False,False,False,False,False,Taipei
2190339.0,,2018-09-12,False,False,False,False,False,False,Taipei
2204212.0,,2018-09-13,False,False,False,False,False,False,Taipei
2371364.0,,2018-09-14,False,False,False,False,False,False,Taipei
1900038.0,,2018-09-15,False,False,False,False,False,False,Taipei
1637787.0,,2018-09-16,False,False,False,False,False,False,Taipei
2141013.0,,2018-09-17,False,False,False,False,False,False,Taipei
2175017.0,,2018-09-18,False,False,False,False,False,False,Taipei
2198186.0,,2018-09-19,False,False,False,False,False,False,Taipei
2218486.0,,2018-09-20,False,False,False,False,False,False,Taipei
2413658.0,,2018-09-21,False,False,True,False,False,False,Taipei
1797040.0,,2018-09-22,False,True,False,True,True,True,Taipei
1574708.0,,2018-09-23,False,True,False,True,True,True,Taipei
1373897.0,National Holiday,2018-09-24,True,True,True,True,True,False,Taipei
2163066.0,,2018-09-25,True,False,False,False,False,False,Taipei
2220412.0,,2018-09-26,True,False,False,False,False,False,Taipei
2248167.0,,2018-09-27,False,False,False,False,False,False,Taipei
2382813.0,,2018-09-28,False,False,False,True,False,False,Taipei
1929194.0,,2018-09-29,False,False,False,False,False,True,Taipei
1748049.0,,2018-09-30,False,False,True,False,False,True,Taipei
15922.0,,2016-01-02,True,False,False,True,True,False,DC
12987.0,,2016-01-03,False,True,False,False,False,False,DC
17749.0,,2016-01-04,False,True,True,False,False,False,DC
17909.0,,2016-01-05,False,True,False,False,False,False,DC
22677.0,,2016-01-06,False,True,False,True,True,False,DC
25411.0,,2016-01-07,False,True,True,False,False,False,DC
22108.0,,2016-01-08,False,True,False,True,False,False,DC
21328.0,,2016-01-09,False,False,False,True,False,True,DC
18860.0,,2016-01-10,False,True,True,False,True,False,DC
26298.0,,2016-01-11,True,False,False,True,True,True,DC
32092.0,,2016-01-12,False,False,False,False,False,False,DC
33313.0,,2016-01-13,False,False,False,False,False,False,DC
31919.0,,2016-01-14,False,False,False,False,False,False,DC
34514.0,,2016-01-15,True,True,True,True,False,True,DC
27248.0,,2016-01-16,False,True,False,True,True,False,DC
22772.0,,2016-01-17,False,True,False,False,False,False,DC
16435.0,National Holiday,2016-01-18,True,True,False,True,True,False,DC
29469.0,Extreme Weather,2016-01-19,True,False,False,False,True,False,DC
25940.0,,2016-01-20,True,True,False,False,False,False,DC
34480.0,,2016-01-21,True,True,True,True,False,True,DC
15756.0,,2016-01-22,True,True,True,True,True,True,DC
240.0,,2016-01-23,True,False,False,False,False,False,DC
2972.0,,2016-01-24,False,False,False,False,True,False,DC
9591.0,,2016-01-25,False,True,False,True,True,False,DC
15253.0,Extreme Weather,2016-01-26,False,True,False,True,True,False,DC
26702.0,,2016-01-27,True,False,False,True,False,False,DC
32902.0,,2016-01-28,False,True,True,True,False,False,DC
32620.0,,2016-01-29,True,True,True,True,False,False,DC
26027.0,,2016-01-30,True,True,True,True,False,True,DC
17543.0,,2016-01-31,False,True,True,False,True,False,DC
22369.0,,2016-02-01,False,True,True,True,True,False,DC
29598.0,,2016-02-02,False,False,False,True,False,True,DC
35257.0,,2016-02-03,False,False,False,True,False,True,DC
32735.0,,2016-02-04,True,False,True,True,True,True,DC
34514.0,,2016-02-05,False,True,True,True,False,False,DC
27147.0,,2016-02-06,False,True,False,True,False,True,DC
20432.0,,2016-02-07,False,True,False,True,False,False,DC
23536.0,,2016-02-08,False,True,False,True,False,False,DC
28246.0,,2016-02-09,False,True,False,False,False,False,DC
34630.0,,2016-02-10,False,False,True,True,True,True,DC
36320.0,,2016-02-11,False,False,True,True,True,True,DC
36943.0,,2016-02-12,False,True,False,True,False,True,DC
33979.0,Extreme Weather,2016-02-13,False,True,True,True,True,True,DC
28124.0,Extreme Weather,2016-02-14,False,True,False,True,True,False,DC
17304.0,National Holiday,2016-02-15,True,True,False,True,True,False,DC
26889.0,,2016-02-16,True,False,True,False,False,True,DC
33513.0,,2016-02-17,False,True,False,True,True,False,DC
36236.0,,2016-02-18,False,False,False,True,False,False,DC
39057.0,,2016-02-19,False,True,False,True,False,True,DC
32296.0,,2016-02-20,False,True,True,True,False,True,DC
22242.0,,2016-02-21,False,True,False,True,True,False,DC
31731.0,,2016-02-22,True,False,False,True,False,False,DC
44327.0,,2016-02-23,True,True,False,True,True,True,DC
44304.0,,2016-02-24,False,False,False,True,False,True,DC
41844.0,,2016-02-25,False,True,False,True,False,True,DC
39640.0,,2016-02-26,False,True,False,True,True,True,DC
28319.0,,2016-02-27,False,True,True,True,False,True,DC
22580.0,,2016-02-28,False,True,True,True,True,False,DC
28681.0,,2016-02-29,False,False,False,True,False,True,DC
35957.0,,2016-03-01,False,True,False,True,True,True,DC
42590.0,,2016-03-02,False,True,True,True,False,True,DC
44256.0,,2016-03-03,False,False,False,True,False,True,DC
44327.0,,2016-03-04,False,True,True,True,False,True,DC
38319.0,,2016-03-05,False,True,True,True,False,True,DC
29071.0,,2016-03-06,False,True,False,True,True,False,DC
29494.0,,2016-03-07,False,False,False,True,False,False,DC
35753.0,,2016-03-08,False,False,True,False,False,True,DC
37338.0,,2016-03-09,False,True,False,True,False,True,DC
39164.0,,2016-03-10,False,False,False,False,False,True,DC
38850.0,,2016-03-11,False,True,True,True,True,True,DC
32103.0,,2016-03-12,False,True,False,True,False,True,DC
23481.0,,2016-03-13,False,False,False,False,True,False,DC
35526.0,,2016-03-14,True,False,False,True,False,True,DC
42437.0,,2016-03-15,False,True,True,True,False,True,DC
42346.0,,2016-03-16,False,True,True,True,False,True,DC
43496.0,,2016-03-17,False,False,True,False,False,True,DC
39976.0,,2016-03-18,False,True,True,True,False,True,DC
34973.0,,2016-03-19,False,True,True,True,False,True,DC
26396.0,,2016-03-20,True,False,False,False,True,False,DC
36365.0,,2016-03-21,True,False,False,False,False,True,DC
40268.0,,2016-03-22,False,False,True,False,False,True,DC
37175.0,,2016-03-23,False,False,False,True,False,False,DC
36888.0,,2016-03-24,False,False,False,False,True,True,DC
37109.0,,2016-03-25,False,True,True,True,True,True,DC
35187.0,,2016-03-26,False,True,True,True,True,True,DC
22704.0,,2016-03-27,True,True,True,True,False,False,DC
27475.0,,2016-03-28,False,False,False,False,True,False,DC
33108.0,,2016-03-29,False,False,True,True,False,False,DC
35278.0,,2016-03-30,False,False,False,False,False,False,DC
34528.0,,2016-03-31,False,False,False,True,False,True,DC
39142.0,,2016-04-01,False,True,True,True,True,True,DC
35962.0,,2016-04-02,False,False,True,True,False,True,DC
24632.0,,2016-04-03,True,True,False,True,False,False,DC
31890.0,,2016-04-04,True,False,True,True,True,False,DC
38513.0,,2016-04-05,False,False,False,False,False,True,DC
40253.0,,2016-04-06,False,False,False,True,False,True,DC
44447.0,,2016-04-07,False,False,True,True,False,True,DC
43259.0,,2016-04-08,False,False,True,True,False,True,DC
37712.0,,2016-04-09,False,True,True,True,True,True,DC
27499.0,,2016-04-10,False,False,False,False,False,False,DC
33531.0,,2016-04-11,False,False,False,False,False,False,DC
41508.0,,2016-04-12,False,False,False,True,False,False,DC
42727.0,,2016-04-13,False,True,False,True,True,True,DC
44714.0,,2016-04-14,False,True,True,False,False,True,DC
41652.0,,2016-04-15,False,False,True,True,False,True,DC
35780.0,,2016-04-16,False,True,True,True,True,True,DC
26141.0,,2016-04-17,True,True,False,True,True,False,DC
33289.0,,2016-04-18,False,False,True,True,False,True,DC
39408.0,,2016-04-19,False,False,False,True,False,True,DC
39043.0,,2016-04-20,False,False,True,True,True,True,DC
37478.0,,2016-04-21,False,False,False,True,False,True,DC
35715.0,,2016-04-22,False,False,False,True,False,False,DC
29401.0,,2016-04-23,False,True,False,True,True,True,DC
22289.0,,2016-04-24,False,True,True,False,False,True,DC
28383.0,,2016-04-25,False,False,False,False,False,False,DC
35226.0,,2016-04-26,False,True,False,True,False,True,DC
41574.0,,2016-04-27,True,True,False,True,True,True,DC
46515.0,,2016-04-28,True,True,True,True,False,False,DC
40683.0,,2016-04-29,False,False,False,True,False,True,DC
31297.0,,2016-04-30,False,True,False,True,True,False,DC
10.0,,2016-05-01,True,False,False,False,False,False,DC
13.0,,2016-05-08,False,False,False,False,False,False,DC
6.0,,2016-05-09,True,False,False,False,False,False,DC
4.0,,2016-05-10,True,False,False,False,False,False,DC
24.0,,2016-05-11,True,False,False,False,False,False,DC
61.0,,2016-05-12,True,False,False,False,False,False,DC
26.0,Extreme Weather,2016-05-13,False,False,False,False,False,False,DC
86.0,,2016-05-14,True,False,False,False,False,False,DC
7224.0,,2016-05-15,True,True,False,False,True,False,DC
2731.0,,2016-05-16,True,False,False,False,True,False,DC
3034.0,,2016-05-17,False,False,False,False,True,False,DC
29393.0,,2016-05-18,True,True,False,True,True,False,DC
38197.0,,2016-05-19,True,False,False,False,False,False,DC
37423.0,,2016-05-20,True,False,False,True,False,True,DC
29930.0,,2016-05-21,False,False,False,False,False,True,DC
23337.0,,2016-05-22,False,False,False,True,True,True,DC
30050.0,,2016-05-23,True,False,False,True,False,False,DC
35516.0,,2016-05-24,False,True,False,True,False,False,DC
36483.0,,2016-05-25,True,False,False,True,False,True,DC
36171.0,,2016-05-26,False,False,False,True,True,True,DC
30790.0,,2016-05-27,False,True,False,True,False,False,DC
27146.0,,2016-05-28,False,True,False,True,False,True,DC
22983.0,,2016-05-29,False,False,False,False,True,False,DC
14037.0,National Holiday,2016-05-30,True,True,False,False,True,False,DC
5072.0,,2016-05-31,True,True,False,False,True,False,DC
30437.0,,2016-06-01,True,False,False,True,True,True,DC
31151.0,,2016-06-02,True,True,False,True,False,False,DC
36526.0,,2016-06-03,True,False,False,True,False,True,DC
26103.0,,2016-06-04,True,True,False,True,True,True,DC
19362.0,,2016-06-05,False,False,True,False,False,False,DC
26994.0,,2016-06-06,True,False,False,False,False,False,DC
35575.0,,2016-06-07,True,False,False,True,False,True,DC
37200.0,Extreme Weather,2016-06-08,True,False,False,True,True,True,DC
37386.0,,2016-06-09,False,False,False,False,False,True,DC
34450.0,,2016-06-10,False,False,False,True,False,True,DC
27531.0,,2016-06-11,False,True,False,False,False,True,DC
20174.0,,2016-06-12,False,True,False,False,False,False,DC
30438.0,,2016-06-13,True,False,True,True,True,False,DC
38292.0,,2016-06-14,False,True,False,True,False,False,DC
41155.0,,2016-06-15,False,True,False,True,False,True,DC
40341.0,,2016-06-16,False,False,True,True,True,True,DC
33680.0,,2016-06-17,False,False,False,False,False,True,DC
25942.0,,2016-06-18,False,True,True,True,False,True,DC
21740.0,,2016-06-19,False,True,False,False,False,False,DC
32872.0,,2016-06-20,True,False,False,True,False,True,DC
40142.0,,2016-06-21,False,False,True,False,True,True,DC
38621.0,,2016-06-22,False,False,True,True,False,True,DC
39304.0,,2016-06-23,False,False,False,False,False,True,DC
34384.0,,2016-06-24,False,True,False,False,False,False,DC
24968.0,,2016-06-25,False,False,True,False,False,True,DC
19441.0,,2016-06-26,False,False,False,True,True,False,DC
28877.0,,2016-06-27,False,False,False,True,False,True,DC
34642.0,,2016-06-28,False,True,False,True,False,False,DC
32939.0,,2016-06-29,False,True,False,True,False,False,DC
32821.0,,2016-06-30,False,False,False,True,False,True,DC
28684.0,,2016-07-01,False,True,False,True,False,True,DC
22406.0,,2016-07-02,False,True,False,True,False,True,DC
20625.0,Extreme Weather,2016-07-03,False,True,False,False,True,False,DC
18534.0,National Holiday,2016-07-04,True,True,True,False,False,True,DC
24413.0,,2016-07-05,False,False,False,True,False,False,DC
29253.0,,2016-07-06,False,False,False,False,False,False,DC
32778.0,,2016-07-07,False,False,False,False,False,False,DC
30750.0,,2016-07-08,False,False,False,False,False,False,DC
22227.0,,2016-07-09,False,False,True,True,False,True,DC
17560.0,,2016-07-10,False,False,False,False,False,False,DC
26777.0,,2016-07-11,True,True,False,False,False,False,DC
34166.0,,2016-07-12,False,False,False,False,False,False,DC
37595.0,,2016-07-13,False,False,False,True,False,True,DC
38062.0,,2016-07-14,False,False,False,False,False,True,DC
33305.0,,2016-07-15,False,False,False,True,False,True,DC
26056.0,,2016-07-16,False,True,True,True,True,True,DC
19034.0,,2016-07-17,False,False,False,False,True,False,DC
26779.0,,2016-07-18,False,True,True,False,False,False,DC
30031.0,,2016-07-19,False,True,True,True,True,True,DC
30121.0,,2016-07-20,False,True,False,True,True,False,DC
30839.0,,2016-07-21,False,True,False,True,True,False,DC
31188.0,,2016-07-22,False,True,False,False,True,False,DC
24631.0,,2016-07-23,False,True,False,True,True,False,DC
19202.0,,2016-07-24,False,True,False,False,True,False,DC
24478.0,Extreme Weather,2016-07-25,False,True,True,False,False,False,DC
28600.0,,2016-07-26,False,False,False,True,False,False,DC
28713.0,Extreme Weather,2016-07-27,False,False,True,False,False,False,DC
31519.0,,2016-07-28,False,False,True,False,True,False,DC
29166.0,,2016-07-29,False,True,False,False,False,False,DC
22377.0,,2016-07-30,False,True,False,False,True,True,DC
13978.0,,2016-07-31,True,False,False,False,False,False,DC
24566.0,,2016-08-01,True,True,False,False,False,False,DC
27023.0,,2016-08-02,False,True,False,True,False,False,DC
27364.0,,2016-08-03,False,False,False,False,False,False,DC
28736.0,,2016-08-04,False,False,False,False,False,True,DC
28236.0,,2016-08-05,False,True,False,True,True,True,DC
22230.0,,2016-08-06,False,True,False,False,False,True,DC
16075.0,,2016-08-07,False,False,False,False,False,False,DC
20189.0,,2016-08-08,False,False,False,False,False,False,DC
23048.0,,2016-08-09,False,True,False,True,True,False,DC
25901.0,,2016-08-10,False,False,False,True,False,False,DC
26934.0,,2016-08-11,False,False,False,False,False,False,DC
27312.0,Extreme Weather,2016-08-12,False,True,True,True,False,False,DC
21446.0,Extreme Weather,2016-08-13,False,True,True,True,True,True,DC
14979.0,Extreme Weather,2016-08-14,False,True,False,False,False,False,DC
22289.0,,2016-08-15,True,False,False,False,False,False,DC
23389.0,,2016-08-16,False,False,False,False,False,False,DC
26261.0,,2016-08-17,False,False,False,True,True,True,DC
26592.0,,2016-08-18,False,False,False,True,True,False,DC
25214.0,,2016-08-19,False,False,False,False,False,False,DC
19912.0,,2016-08-20,False,False,False,False,True,False,DC
15736.0,,2016-08-21,False,True,False,False,True,False,DC
18479.0,,2016-08-22,False,True,True,False,False,False,DC
22555.0,,2016-08-23,False,False,False,True,True,False,DC
25191.0,,2016-08-24,False,False,False,True,False,False,DC
26854.0,,2016-08-25,False,True,False,False,False,False,DC
27412.0,Culture Event,2016-08-26,False,True,False,True,False,True,DC
20450.0,,2016-08-27,False,True,False,False,False,True,DC
15150.0,,2016-08-28,False,False,False,False,False,False,DC
20214.0,,2016-08-29,False,False,True,False,True,False,DC
23308.0,,2016-08-30,False,False,False,False,False,False,DC
24726.0,,2016-08-31,False,True,False,False,False,False,DC
26907.0,,2016-09-01,False,True,False,True,False,True,DC
23298.0,,2016-09-02,False,True,False,True,True,False,DC
18644.0,,2016-09-03,False,True,False,True,False,True,DC
15663.0,,2016-09-04,False,True,False,False,True,False,DC
11592.0,National Holiday,2016-09-05,True,True,False,False,False,False,DC
22275.0,,2016-09-06,True,False,False,True,False,False,DC
31644.0,,2016-09-07,True,True,False,False,False,True,DC
35991.0,,2016-09-08,False,True,True,True,False,False,DC
32617.0,,2016-09-09,False,True,False,False,False,True,DC
22056.0,,2016-09-10,False,True,True,True,False,True,DC
17131.0,Culture Event,2016-09-11,False,False,False,False,False,False,DC
27325.0,,2016-09-12,True,False,False,False,False,False,DC
36949.0,,2016-09-13,False,True,False,True,False,False,DC
40826.0,,2016-09-14,False,False,False,True,True,False,DC
40370.0,,2016-09-15,False,False,False,False,False,True,DC
37323.0,,2016-09-16,False,True,False,True,False,True,DC
28574.0,,2016-09-17,False,True,True,False,True,True,DC
24520.0,,2016-09-18,False,True,False,True,False,True,DC
36180.0,,2016-09-19,True,False,False,True,True,True,DC
40564.0,,2016-09-20,False,True,False,True,True,True,DC
44057.0,,2016-09-21,False,True,True,True,True,True,DC
42559.0,,2016-09-22,False,True,False,True,False,True,DC
38641.0,,2016-09-23,False,True,False,True,False,True,DC
27799.0,,2016-09-24,False,True,True,True,True,True,DC
